A0109386, GREENHILL SCHOOL, Private, (972) 628-5400, PK, 12, 75001
484356004954, SHARON A RICHARDSON EL, Public, (903) 762-2139, PK, 6, 75644
484356004955, UNION HILL H S, Public, (903) 762-2138, 7, 12, 75644
481014012110, UPSHUR COUNTY ALTERNATIVE SCHOOL, Public, (903) 734-6734, KG, 12, 75644
482076002081, BROADWAY EL, Public, (903) 845-6971, 2, 3, 75647
482076002082, GAY AVENUE PRI, Public, (903) 845-2254, PK, 1, 75647
482076002083, GLADEWATER H S, Public, (903) 845-5591, 9, 12, 75647
482076002084, GLADEWATER MIDDLE, Public, (903) 845-2243, 6, 8, 75647
483846004281, SABINE EL, Public, (903) 984-5320, PK, 5, 75647
483846004282, SABINE H S, Public, (903) 984-8587, 9, 12, 75647
483846004283, SABINE MIDDLE, Public, (903) 984-4767, 6, 8, 75647
482076008578, TRUMAN CHILDREN'S CTR, Public, (903) 845-4342, PK, 12, 75647
484353011362, UNION GROVE DAEP, Public, (903) 845-5509, N ,N ,75647
484353004952, UNION GROVE EL, Public, (903) 845-3481, PK, 5, 75647
484353004953, UNION GROVE H S, Public, (903) 845-5506, 9, 12, 75647
484353009083, UNION GROVE J H, Public, (903) 845-5506, 6, 8, 75647
482076012623, UPSHUR COUNTY COMMUNITY SCHOOLS, Public, (903) 845-6991, N ,N ,75647
482076005994, WELDON INT, Public, (903) 845-6921, 4, 5, 75647
482217006860, HALLSVILLE EL, Public, (903) 668-5990, 1, 2, 75650
482217002227, HALLSVILLE H S, Public, (903) 668-5990, 9, 12, 75650
482217008278, HALLSVILLE INTERMEDIATE SCHOOL, Public, (903) 668-5990, 3, 4, 75650
482217002229, HALLSVILLE J H, Public, (903) 668-5990, 7, 8, 75650
482217002230, HALLSVILLE MIDDLE, Public, (903) 668-5990, 5, 6, 75650
482217002226, HALLSVILLE PRI, Public, (903) 668-5990, PK, KG, 75650
482217009289, KILGORE DAEP, Public, (903) 668-5990, 6, 11, 75650
482250002273, HARLETON EL, Public, (903) 777-4092, PK, 5, 75651
482250002274, HARLETON H S, Public, (903) 777-2711, 9, 12, 75651
482250002275, HARLETON J H, Public, (903) 777-3010, 6, 8, 75651
482297002325, HENDERSON H S, Public, (903) 655-5500, 9, 12, 75653
482297002326, HENDERSON MIDDLE, Public, (903) 655-5400, 6, 8, 75653
482297002327, MONNIE MEYER WYLIE PRI, Public, (903) 655-5100, PK, KG, 75653
482297002329, NORTHSIDE EL, Public, (903) 655-5300, 4, 5, 75653
482297012264, WILLIAM E WYLIE EL, Public, (903) 655-5200, 1, 3, 75653
A9504017, FULL ARMOR CHRISTIAN ACADEMY, Private, (903) 655-8489, KG, 12, 75653
482385002636, HUGHES SPRINGS EL, Public, (903) 639-3881, PK, 5, 75656
482385002637, HUGHES SPRINGS H S, Public, (903) 639-3841, 9, 12, 75656
482385002638, HUGHES SPRINGS J H, Public, (903) 639-3812, 6, 8, 75656
482473002763, JEFFERSON EL, Public, (903) 665-2461, 1, 4, 75657
482473002764, JEFFERSON H S, Public, (903) 665-2461, 9, 12, 75657
482473002765, JEFFERSON J H, Public, (903) 665-2461, 5, 8, 75657
482473011300, JEFFERSON PRI SCH, Public, (903) 665-2461, PK, KG, 75657
AA000379, CYPRESS BEND ELEMENTARY SCHOOL, Private, (903) 665-7402, PK, 8, 75657
01330209, JEFFERSON CHRISTIAN ACADEMY, Private, (903) 665-3973, 9, 12, 75657
482511002799, GEORGE WASHINGTON CARVER EL, Public, (903) 679-3111, PK, 6, 75661
482511002800, KARNACK H S, Public, (903) 679-3113, 7, 12, 75661
482511010801, WASKOM DAEP, Public, (903) 679-3117, N ,N ,75661
482562002854, CHANDLER EL, Public, (903) 988-3904, 1, 3, 75662
482562007009, ELDER COOP ALTER SCHOOL, Public, (903) 984-0021, 2, 12, 75662
484548010699, ELDER COOPERATIVE ALTERNATIVE SCHOOL, Public, (903) 291-2200, 6, 12, 75662
483846010697, ELDER-COOP ALTER SCHOOL, Public, (903) 984-0021, 9, 12, 75662
482562002858, KILGORE H S, Public, (903) 988-3901, 9, 12, 75662
482562002859, KILGORE HEIGHTS EL, Public, (903) 988-3905, PK, KG, 75662
482562007010, KILGORE INT, Public, (903) 988-3903, 4, 5, 75662
482562002860, MAUDE LAIRD MIDDLE, Public, (903) 988-3902, 6, 8, 75662
A0702192, CALVARY WAY ACADEMY, Private, (903) 981-9011, PK, 12, 75662
482727012543, ELDER ALTERNATIVE, Public, (903) 834-6675, N ,N ,75666
482727007423, LEVERETTS CHAPEL EL, Public, (903) 834-3181, PK, 6, 75666
482727003063, LEVERETTS CHAPEL H S, Public, (903) 834-3181, 9, 12, 75666
482727009016, LEVERETTS CHAPEL J H, Public, (903) 834-3181, 7, 8, 75666
482670006577, LANEVILLE SCHOOL, Public, (903) 863-5353, PK, 12, 75667
482916003288, G W CARVER EL, Public, (903) 927-8870, KG, 4, 75670
482916003294, J H MOORE EL, Public, (903) 927-8760, KG, 4, 75670
482916003292, MARSHALL H S, Public, (903) 927-8800, 9, 12, 75670
482916003293, MARSHALL J H, Public, (903) 927-8830, 7, 9, 75670
482916003296, PRICE T YOUNG MIDDLE, Public, (903) 927-8850, 5, 6, 75670
482916003291, R E LEE EL, Public, (903) 927-8890, KG, 4, 75670
482916003298, SOUTH MARSHALL EL, Public, (903) 927-8770, KG, 4, 75670
482916006750, WASHINGTON ECH CTR, Public, (903) 927-8790, PK,PK,75670
482916003286, CROCKETT EL, Public, (903) 927-8880, KG, 4, 75672
482916005775, SAM HOUSTON MIDDLE, Public, (903) 927-8860, 5, 6, 75672
480021312307, TEXAS EARLY COLLEGE H S, Public, (903) 935-4109, 8, 12, 75672
482916003299, WM B TRAVIS EL, Public, (903) 927-8780, KG, 4, 75672
01327025, TRINITY EPISCOPAL SCHOOL, Private, (903) 938-3513, PK, 8, 75672
483165003530, MT ENTERPRISE ELEMENTARY, Public, (903) 822-3545, PK, 5, 75681
483165003531, MT ENTERPRISE H S, Public, (903) 822-3721, 6, 12, 75681
484515005150, WEST RUSK EL, Public, (903) 895-4503, PK, 5, 75682
484515005151, WEST RUSK H S, Public, (903) 895-4428, 9, 12, 75682
484515005152, WEST RUSK MIDDLE, Public, (903) 895-4613, 6, 9, 75682
483384011361, ORE CITY DAEP, Public, (903) 968-3300, N ,N ,75683
483384003769, ORE CITY EL, Public, (903) 968-3300, PK, 5, 75683
483384003770, ORE CITY HIGH SCHOOL, Public, (903) 968-3300, 9, 12, 75683
483384006024, ORE CITY MIDDLE, Public, (903) 968-3300, 6, 8, 75683
483387003771, OVERTON EL, Public, (903) 834-6144, PK, 5, 75684
483387003772, OVERTON H S, Public, (903) 834-6143, 6, 12, 75684
483501003938, PITTSBURG EL, Public, (903) 856-6472, 2, 4, 75686
483501003937, PITTSBURG H S, Public, (903) 856-3646, 9, 12, 75686
483501009157, PITTSBURG INT, Public, (903) 855-3395, 5, 6, 75686
483501003939, PITTSBURG J H, Public, (903) 856-6432, 7, 8, 75686
483501003940, PITTSBURG PRI, Public, (903) 856-6482, PK, 1, 75686
A9904176, BETHEL CHRISTIAN ACADEMY, Private, (903) 856-5650, PK, 12, 75686
481287000783, CARLISLE SCHOOL, Public, (903) 861-3811, PK, 12, 75687
481287011323, TROUP CAEP, Public, (903) 861-3801, N ,N ,75687
484224004804, TATUM EL, Public, (903) 947-6482, 4, 6, 75691
484224004805, TATUM H S, Public, (903) 947-6482, 9, 12, 75691
484224006046, TATUM MIDDLE, Public, (903) 947-6482, 7, 8, 75691
484224006047, TATUM PRI, Public, (903) 947-6482, PK, 3, 75691
484467007340, EXCELL PROGRAM, Public, (903) 687-3660, 6, 12, 75692
484467005086, WASKOM EL, Public, (903) 687-3361, PK, 4, 75692
484467005087, WASKOM H S, Public, (903) 687-3361, 9, 12, 75692
484467005088, WASKOM MIDDLE, Public, (903) 687-3361, 5, 8, 75692
484548005173, WHITE OAK H S, Public, (903) 291-2000, 9, 12, 75693
484548006056, WHITE OAK INT, Public, (903) 291-2100, 3, 5, 75693
484548005174, WHITE OAK MIDDLE, Public, (903) 291-2050, 6, 8, 75693
484548006055, WHITE OAK PRI, Public, (903) 291-2150, PK, 2, 75693
484347004927, BELL EL, Public, (903) 262-1820, PK, 5, 75701
484347004928, BIRDWELL ELEMENTARY, Public, (903) 262-1870, PK, 5, 75701
484347004931, CLARKSTON EL, Public, (903) 262-1980, PK, 5, 75701
484347004937, HOGG MIDDLE, Public, (903) 262-1500, 6, 8, 75701
484347004942, MOORE MST MAGNET SCHOOL, Public, (903) 262-1640, 6, 8, 75701
484347004944, PEETE ELEMENTARY, Public, (903) 262-2460, KG, 5, 75701
484347004941, ROBERT E LEE H S, Public, (903) 262-2625, 9, 12, 75701
484347012531, ST LOUIS EARLY CHILDHOOD CENTER, Public, (903) 262-1180, PK,PK,75701
484347004948, STEWART MIDDLE SCHOOL, Public, (903) 262-1710, 6, 8, 75701
484347004951, WOODS EL, Public, (903) 262-1280, PK, 5, 75701
01327014, ALL SAINTS EPISCOPAL SCHOOL, Private, (903) 579-6000, PK, 12, 75701
A9106437, BISHOP TK GORMAN CATHOLIC SCHOOL, Private, (903) 561-2424, 6, 12, 75701
A9300937, GOOD SHEPHERD SCHOOL, Private, (903) 592-4045, 1, 12, 75701
02062291, GRACE COMMUNITY SCHOOL, Private, (903) 566-5678, PK, 12, 75701
A0303127, STEPPING STONE SCHOOL, Private, (903) 566-1851, PK, 8, 75701
AA001557, TYLER ADVENTIST CHRISTIAN SCHOOL, Private, (903) 595-6706, KG, 8, 75701
484347004929, BONNER ELEMENTARY, Public, (903) 262-1920, PK, 5, 75702
484347004930, BOULTER MIDDLE, Public, (903) 262-1390, 6, 8, 75702
484347004935, CALDWELL EL ARTS ACADEMY, Public, (903) 262-2250, KG, 5, 75702
484347004933, DOGAN MIDDLE, Public, (903) 262-1450, 6, 8, 75702
484347004934, DOUGLAS ELEMENTARY, Public, (903) 262-2100, PK, 5, 75702
484347004936, GRIFFIN ELEMENTARY, Public, (903) 262-2310, PK, 5, 75702
484347004939, JOHN TYLER H S, Public, (903) 262-2850, 9, 12, 75702
484347004940, JONES EL, Public, (903) 262-2360, PK, 5, 75702
484347004943, ORR EL, Public, (903) 262-2400, PK, 5, 75702
484347004945, RAMEY ELEMENTARY, Public, (903) 262-2505, KG, 5, 75702
484347004949, T J AUSTIN ELEMENTARY, Public, (903) 262-1765, PK, 5, 75702
484347004947, WAYNE D BOSHEARS CENTER FOR EXCEPTIONAL PROGRAMS, Public, (903) 262-1350, PK, 12, 75702
01324148, ST GREGORY SCHOOL, Private, (903) 595-4109, PK, 5, 75702
480003408020, CUMBERLAND ACADEMY, Public, (903) 581-2890, KG, 6, 75703
484347011326, DR BRYAN C JACK ELEMENTARY, Public, (903) 262-3260, PK, 5, 75703
484347004938, HUBBARD MIDDLE, Public, (903) 262-1560, 6, 8, 75703
484347006180, OWENS ELEMENTARY, Public, (903) 262-2175, PK, 5, 75703
484347004946, RICE EL, Public, (903) 262-2555, PK, 5, 75703
AA000432, EAST TEXAS CHRISTIAN ACADEMY, Private, (903) 561-8642, PK, 12, 75703
A0308051, LITTLE PEOPLES SCHOOL, Private, (903) 509-8904, PK, KG, 75703
484347004932, DIXIE EL, Public, (903) 262-2040, PK, 5, 75704
02062316, CHRISTIAN HERITAGE SCHOOL, Private, (903) 593-2702, KG, 12, 75704
481365006078, JACKSON EL, Public, (903) 566-3530, PK, 2, 75705
480022909019, AZLEWAY CHARTER SCHOOL, Public, (903) 566-8444, 3, 12, 75707
480022911527, AZLEWAY CHARTER SCHOOL WILLOW BEND, Public, (903) 549-3194, 3, 12, 75707
481365000859, CHAPEL HILL H S, Public, (903) 566-2311, 9, 12, 75707
481365005970, CHAPEL HILL MIDDLE, Public, (903) 566-1491, 6, 10, 75707
481365009025, SMITH CO J J A E P, Public, (903) 566-8441, N ,N ,75707
481365005767, W L KISSAM INT, Public, (903) 566-8334, 3, 5, 75707
481365007105, WINGS, Public, (903) 565-0718, 11, 12, 75707
481365000858, WISE EL, Public, (903) 566-2271, PK, 2, 75707
A9503996, EAST TEXAS CHRISTIAN SCHOOL, Private, (903) 757-7891, PK, 12, 75707
484347007716, SMITH CO J J A E P, Public, (903) 262-1046, 9, 12, 75710
480873000269, ARP EL, Public, (903) 859-4650, PK, 5, 75750
480873000270, ARP H S, Public, (903) 859-4917, 9, 12, 75750
480873006068, ARP J H, Public, (903) 859-4936, 6, 8, 75750
480873011008, SMITH CO JJAEP, Public, (903) 859-8482, N ,N ,75750
480887009291, ATHENS ANNEX, Public, (903) 677-6940, PK,PK,75751
480887000277, ATHENS H S, Public, (903) 677-6920, 9, 12, 75751
480887000282, ATHENS INT, Public, (903) 677-6960, 4, 5, 75751
480887000278, ATHENS MIDDLE, Public, (903) 677-3030, 6, 8, 75751
480887000279, BEL AIR EL, Public, (903) 677-6980, PK, 3, 75751
480887012049, BRIDGES CENTER, Public, (903) 677-6900, 9, 12, 75751
480887000281, SOUTH ATHENS EL, Public, (903) 677-6970, PK, 2, 75751
A9703319, ATHENS CHRISTIAN ACADEMY, Private, (903) 675-5135, KG, 8, 75751
482922007091, MARTINS MILL EL, Public, (903) 479-3706, PK, 6, 75754
482922005776, MARTINS MILL H S, Public, (903) 479-3234, 7, 12, 75754
481014000469, BIG SANDY EL, Public, (903) 636-5287, PK, 5, 75755
481014000470, BIG SANDY H S, Public, (903) 636-5287, 9, 12, 75755
481014007089, BIG SANDY J H, Public, (903) 636-5287, 6, 8, 75755
482256002293, HARMONY ELEMENTARY, Public, (903) 725-5496, PK, 3, 75755
482256002294, HARMONY H S, Public, (903) 725-5495, 9, 12, 75755
482256009082, HARMONY INTERMEDIATE SCHOOL, Public, (903) 725-5492, 4, 5, 75755
482256006116, HARMONY JUNIOR HIGH, Public, (903) 725-5485, 6, 8, 75755
481164006993, ACES CAMPUS, Public, (903) 852-3701, 9, 12, 75756
481164000638, BROWNSBORO EL, Public, (903) 852-6461, PK, 3, 75756
481164000639, BROWNSBORO H S, Public, (903) 852-2321, 9, 12, 75756
481164006516, BROWNSBORO INT, Public, (903) 852-7325, 4, 6, 75756
481164005414, BROWNSBORO J H, Public, (903) 852-6931, 7, 8, 75756
481164009292, CHANDLER INTERMEDIATE, Public, (903) 849-6436, 4, 6, 75756
481206000702, BULLARD EL, Public, (903) 894-2930, 2, 4, 75757
481206000703, BULLARD H S, Public, (903) 894-3272, 9, 12, 75757
481206009020, BULLARD INT, Public, (903) 894-6793, 5, 6, 75757
481206005664, BULLARD MS, Public, (903) 894-6533, 7, 8, 75757
481206012154, BULLARD PRIMARY, Public, (903) 894-6389, PK, 1, 75757
481206011009, SMITH CO JJAEP, Public, (903) 894-6639, 9,9,75757
A0109500, THE BROOK HILL SCHOOL, Private, (903) 894-5000, PK, 12, 75757
481164000640, CHANDLER EL, Public, (903) 849-3400, PK, 3, 75758
481608007701, CUSHING ELEMENTARY, Public, (936) 326-4234, PK, 5, 75760
481608001176, CUSHING SCHOOL, Public, (936) 326-4890, 6, 12, 75760
A0109501, CARPENTER'S CROSS CHRISTIAN SCHOOL, Private, (903) 825-1011, PK, 5, 75762
481977006702, FRANKSTON EL, Public, (903) 876-2214, PK, 5, 75763
481977001939, FRANKSTON H S, Public, (903) 876-3219, 9, 12, 75763
481977000019, FRANKSTON MIDDLE, Public, (903) 876-2215, 6, 8, 75763
482277002307, HAWKINS EL, Public, (903) 769-0536, PK, 5, 75765
482277002308, HAWKINS H S, Public, (903) 769-0571, 9, 12, 75765
482277002309, HAWKINS MIDDLE, Public, (903) 769-0552, 6, 9, 75765
482459007213, COMPASS CENTER, Public, (903) 589-3926, 8, 11, 75766
482459002748, EAST SIDE EL, Public, (903) 586-5146, PK, 4, 75766
482459006000, FRED DOUGLASS, Public, (903) 586-6519, PK, 4, 75766
482459002750, JACKSONVILLE H S, Public, (903) 586-3661, 9, 12, 75766
482459002752, JACKSONVILLE MIDDLE, Public, (903) 586-3686, 7, 8, 75766
482459002754, JOE WRIGHT ELEMENTARY, Public, (903) 586-5286, PK, 4, 75766
482459008474, NICHOLS INT, Public, (903) 541-0213, 5, 6, 75766
482459002753, WEST SIDE EL, Public, (903) 586-5165, PK, 4, 75766
02060046, JACKSONVILLE CHRISTIAN SCHOOL, Private, (903) 586-8801, PK, 7, 75766
A0308049, KIDS R US SCHOOL, Private, (903) 586-7210, PK, KG, 75766
482622002958, LAPOYNOR EL, Public, (903) 876-5293, PK, 5, 75770
482622002959, LAPOYNOR H S, Public, (903) 876-2373, 9, 12, 75770
482622009542, LAPOYNOR J H, Public, (903) 876-2373, 6, 8, 75770
482751007104, E J MOSS INTERMEDIATE, Public, (903) 882-2800, 5, 6, 75771
482751009021, EARLY CHILDHOOD CENTER, Public, (903) 881-4001, PK, KG, 75771
482751003091, LINDALE H S, Public, (903) 882-6138, 9, 12, 75771
482751003093, LINDALE JUNIOR HIGH, Public, (903) 882-4655, 7, 9, 75771
482751003094, LINDALE PRI, Public, (903) 882-3121, 1, 2, 75771
482751003092, VELMA PENNY EL, Public, (903) 882-7513, 3, 4, 75771
483093003479, MINEOLA EL, Public, (903) 569-2466, 3, 5, 75773
483093003480, MINEOLA H S, Public, (903) 569-3000, 9, 12, 75773
483093003481, MINEOLA MIDDLE, Public, (903) 569-5338, 6, 8, 75773
483093003478, MINEOLA PRI, Public, (903) 569-5488, PK, 2, 75773
483201010810, MURCHISON DAEP, Public, (903) 469-3636, 6, 8, 75778
483201003555, MURCHISON EL, Public, (903) 469-3636, PK, 8, 75778
483225003574, NECHES EL, Public, (903) 584-3401, PK, 8, 75779
483225003575, NECHES H S, Public, (903) 584-3443, 9, 12, 75779
483261003608, NEW SUMMERFIELD SCHOOL, Public, (903) 726-3306, PK, 12, 75780
484620011117, LAKE COUNTRY LEARNING CENTER, Public, (903) 967-2782, 5, 7, 75783
484620011118, LAKE COUNTRY LEARNING CENTER, Public, (903) 967-2782, N ,N ,75783
483630004077, QUITMAN EL, Public, (903) 763-5000, PK, 5, 75783
483630004078, QUITMAN H S, Public, (903) 763-5000, 9, 12, 75783
483630004079, QUITMAN J H, Public, (903) 763-5000, 6, 8, 75783
483630007157, WOOD CO ALTER, Public, (903) 763-4593, 12,12,75783
A0903598, QUITMAN CHRISTIAN ACADEMY, Private, (903) 638-0354, 1, 12, 75783
483836004273, RUSK ELEMENTARY, Public, (903) 683-2595, 2, 3, 75785
483836004274, RUSK H S, Public, (903) 683-5401, 9, 12, 75785
483836009506, RUSK INTERMEDIATE, Public, (903) 683-1726, 4, 5, 75785
483836004275, RUSK J H, Public, (903) 683-2502, 6, 8, 75785
483836005807, RUSK PRIMARY, Public, (903) 683-6106, PK, 1, 75785
484323011011, SMITH COUNTY JJAEP, Public, (903) 842-3067, N ,N ,75789
484323004909, TROUP EL, Public, (903) 842-3071, PK, 5, 75789
484323004910, TROUP H S, Public, (903) 842-3065, 9, 12, 75789
484323004911, TROUP MIDDLE, Public, (903) 842-3081, 6, 8, 75789
484392004984, RHODES EL, Public, (903) 963-8331, PK, 3, 75790
484392004985, VAN H S, Public, (903) 963-8623, 9, 12, 75790
484392004986, VAN J H, Public, (903) 963-8321, 7, 9, 75790
484392011810, VAN MIDDLE, Public, (903) 963-1461, 3, 8, 75790
484560012233, GUS WINSTON CAIN EL, Public, (903) 839-5600, PK, 5, 75791
484560012234, H L HIGGINS ELEMENTARY SCHOOL, Public, (903) 839-5580, PK, 5, 75791
484560012052, J W HOLLOWAY SIXTH GRADE SCHOOL, Public, (903) 839-5656, 6,6,75791
484560012230, MOZELLE BROWN ELEMENTARY, Public, (903) 839-5610, PK, 5, 75791
484560011787, STANTON-SMITH ELEMENTARY, Public, (903) 839-5730, PK, 6, 75791
484560009023, WHITEHOUSE A E P, Public, (903) 839-5556, PK, 12, 75791
484560005183, WHITEHOUSE H S, Public, (903) 839-5551, 9, 12, 75791
484560008021, WHITEHOUSE ISD - JJAEP, Public, (903) 839-5556, 10,10,75791
484560005185, WHITEHOUSE JUNIOR HIGH, Public, (903) 839-5590, 6, 9, 75791
484623008906, SMITH CO J J A E P, Public, (903) 939-7010, N ,N ,75792
484623005273, WINONA EL, Public, (903) 939-4800, PK, 3, 75792
484623005274, WINONA H S, Public, (903) 939-4100, 9, 12, 75792
484623011423, WINONA INT, Public, (903) 939-4808, 4, 5, 75792
484623005825, WINONA MIDDLE, Public, (903) 939-4040, 6, 8, 75792
480010208504, LANDMARK SCHOOL, Public, (903) 729-4208, 7, 12, 75801
483405003787, NORTHSIDE PRI, Public, (903) 731-8020, KG,KG,75801
483405003788, PALESTINE H S, Public, (903) 731-8005, 9, 12, 75801
483405003784, PALESTINE MIDDLE, Public, (903) 731-8008, 6, 10, 75801
483405003790, SOUTHSIDE EL, Public, (903) 731-8023, 1, 2, 75801
483405005566, STORY INT, Public, (903) 731-8015, 3, 5, 75801
483405012588, WASHINGTON EARLY CHILDHOOD CENTER, Public, (903) 731-8030, PK,PK,75801
A0903502, CHRISTIAN HERITAGE ACADEMY, Private, (903) 723-4685, KG, 6, 75801
484329004914, WESTWOOD EL, Public, (903) 729-1771, 3, 6, 75802
484329004915, WESTWOOD H S, Public, (903) 729-1773, 9, 12, 75802
484329004916, WESTWOOD J H, Public, (903) 723-0423, 7, 8, 75802
484329005606, WESTWOOD PRI, Public, (903) 729-1787, PK, 2, 75802
481199000700, BUFFALO EL, Public, (903) 322-3562, PK, 3, 75831
481199000701, BUFFALO H S, Public, (903) 322-4243, 9, 12, 75831
481199004922, BUFFALO J H, Public, (903) 322-4340, 4, 8, 75831
481320000820, CAYUGA EL, Public, (903) 928-2295, PK, 5, 75832
481320000821, CAYUGA H S, Public, (903) 928-2294, 9, 12, 75832
481320005623, CAYUGA MIDDLE, Public, (903) 928-2699, 6, 8, 75832
481341000840, CENTERVILLE EL, Public, (903) 536-2235, PK, 6, 75833
481341000841, CENTERVILLE JR-SR H S, Public, (903) 536-2935, 7, 12, 75833
481572001136, CROCKETT EL, Public, (936) 544-3758, 1, 5, 75835
481572001137, CROCKETT H S, Public, (936) 544-2193, 9, 12, 75835
481572001139, CROCKETT J H, Public, (936) 544-2149, 6, 8, 75835
480019708666, CROCKETT STATE SCHOOL, Public, (903) 852-5023, 9, 12, 75835
481572007048, EARLY CHILDHOOD CTR, Public, (936) 544-8276, PK, KG, 75835
481572012279, PINEYWOODS AEC OF CHOICE, Public, (936) 546-5972, 8, 12, 75835
A9106477, THE JORDAN SCHOOL, Private, (936) 544-4049, PK, 6, 75835
481839010386, ELKHART DAEP, Public, (903) 764-2952, N ,N ,75839
481839001731, ELKHART EL, Public, (903) 764-2979, PK, 5, 75839
481839001732, ELKHART H S, Public, (903) 764-5161, 9, 12, 75839
481839007161, ELKHART MIDDLE, Public, (903) 764-2459, 6, 8, 75839
484050005640, SLOCUM EL, Public, (903) 478-3624, PK, 5, 75839
484050004585, SLOCUM H S, Public, (903) 478-3624, 6, 12, 75839
481894001769, FAIRFIELD EL, Public, (903) 389-2148, PK, 2, 75840
481894001770, FAIRFIELD H S, Public, (903) 389-4177, 9, 12, 75840
481894012297, FAIRFIELD INT, Public, (903) 389-2532, 3, 5, 75840
481894001772, FAIRFIELD J H, Public, (903) 389-4210, 6, 8, 75840
481894008567, FREESTONE NAVARRO ALTER, Public, (903) 389-3456, N ,N ,75840
482163002176, GRAPELAND EL, Public, (936) 687-2317, PK, 5, 75844
482163002177, GRAPELAND H S, Public, (936) 687-4661, 9, 12, 75844
482163002178, GRAPELAND J H, Public, (936) 687-2351, 6, 8, 75844
481338000838, CENTERVILLE EL, Public, (936) 642-1597, PK, 6, 75845
481338000839, CENTERVILLE H S, Public, (936) 642-1597, 7, 12, 75845
482190002207, GROVETON EL, Public, (409) 642-1182, PK, 5, 75845
482190002208, GROVETON J H-H S, Public, (409) 642-1128, 6, 12, 75845
482718003051, LEON EL, Public, (903) 626-1425, PK, 5, 75846
482718003052, LEON H S, Public, (903) 626-1475, 9, 12, 75846
482718005766, LEON J H, Public, (903) 626-1450, 6, 8, 75846
482547002836, KENNARD EL, Public, (936) 655-2724, PK, 6, 75847
482547002837, KENNARD H S, Public, (936) 655-2121, 7, 12, 75847
482691003034, LATEXO EL, Public, (936) 546-5630, PK, 6, 75849
482691003035, LATEXO H S, Public, (936) 544-5638, 7, 12, 75849
