480789000117, ALLEN H S, Public, (972) 727-0400, 9, 12, 75002
484221004803, TARKINGTON MIDDLE, Public, (281) 592-7737, 6, 8, 77327
484221004801, TARKINGTON PRI, Public, (281) 592-7736, PK, 3, 77327
482388002639, HULL-DAISETTA EL, Public, (936) 536-6321, PK, 6, 77533
482388002640, HULL-DAISETTA H S, Public, (936) 536-6321, 9, 12, 77533
482388002641, HULL-DAISETTA J H, Public, (936) 536-6321, 7, 8, 77533
481641001400, AUSTIN EL, Public, (936) 258-2535, KG, 1, 77535
481641001401, COLBERT EL, Public, (936) 258-2727, PK,PK,77535
481641001402, DAYTON H S, Public, (936) 258-2510, 9, 12, 77535
481641011383, DAYTON NIGHT SCHOOL ACADEMY, Public, (936) 258-2510, 9, 12, 77535
481641007382, HARDIN/CHAMBERS CTR, Public, (936) 336-1045, 5, 12, 77535
481641010884, KIMMIE M BROWN EL, Public, (936) 257-2796, 4, 5, 77535
481641010883, NOTTINGHAM MIDDLE, Public, (936) 257-4100, 6,6,77535
481641005692, RICHTER EL, Public, (936) 258-7126, 2, 3, 77535
481641001403, WILSON J H, Public, (936) 258-2309, 7, 9, 77535
A9708013, PRESCHOOL WEEKDAY MINISTRIES, Private, (936) 258-9611, PK, KG, 77535
481692011295, DEVERS AEP, Public, (936) 549-7135, 4,4,77538
481692001467, DEVERS EL, Public, (936) 549-7591, PK, 5, 77538
481692010885, DEVERS JH, Public, (936) 549-7135, 6, 8, 77538
482238002244, HARDIN EL, Public, (936) 298-2114, PK, 4, 77561
482238002245, HARDIN H S, Public, (936) 298-2118, 9, 12, 77561
482238010886, HARDIN INT, Public, (936) 298-2054, 5, 6, 77561
482238002246, HARDIN J H, Public, (936) 298-2054, 7, 8, 77561
481788009512, ADAPTIVE BEHAVIOR, Public, (936) 336-1045, 8,8,77575
480819008142, ADAPTIVE BEHAVIOR UNIT, Public, (936) 336-1045, 10,10,77575
480945008143, ADAPTIVE BEHAVIORAL UNIT, Public, (936) 336-1045, N ,N ,77575
481788009502, GULF COAST H S, Public, (936) 336-1045, N ,N ,77575
482745007027, GULF COAST H S, Public, (936) 336-1045, N ,N ,77575
480945008471, HARDIN CHAMBERS ALTER, Public, (936) 336-1045, 7, 11, 77575
481437007381, HARDIN/CHAMBERS CTR, Public, (409) 336-1045, 4, 12, 77575
481788007211, HARDIN/CHAMBERS CTR, Public, (936) 336-1045, 6, 12, 77575
482238007385, HARDIN/CHAMBERS CTR, Public, (936) 336-1045, 9, 10, 77575
482388008865, HARDIN/CHAMBERS CTR, Public, (936) 536-6321, 5, 9, 77575
482745007386, HARDIN/CHAMBERS CTR, Public, (936) 336-1045, 7, 11, 77575
480819007207, HARDIN/CHAMBERS CTR, Public, (936) 336-1045, 9, 12, 77575
482745005773, LIBERTY EL, Public, (936) 336-3603, 2, 5, 77575
482745003087, LIBERTY H S, Public, (936) 336-6483, 9, 12, 77575
482745003088, LIBERTY MIDDLE, Public, (936) 336-3582, 6, 9, 77575
482745003089, SAN JACINTO EL, Public, (936) 336-3161, PK, 1, 77575
A9707969, GREAT BEGINNINGS, Private, (936) 334-0321, PK, KG, 77575
481512004950, COOLIDGE EL, Public, (254) 786-4833, PK, 5, 76635
481512021408, COOLIDGE H S, Public, (254) 786-4822, 6, 12, 76635
482181004963, ALTER LEARNING CTR, Public, (254) 729-4105, 9, 12, 76642
482181002201, GROESBECK EL, Public, (254) 729-4104, PK, 5, 76642
482181002202, GROESBECK H S, Public, (254) 729-4101, 9, 12, 76642
482181006708, GROESBECK MIDDLE, Public, (254) 729-4102, 6, 8, 76642
482181009499, LIMESTONE COUNTY JUVENILE DETENTION CENTER, Public, (254) 645-1309, 5, 11, 76642
483042003424, A B MCBAY EL, Public, (254) 562-4000, PK, 5, 76667
483042007028, DEVELOPMENTAL CTR, Public, (254) 562-4000, 6, 12, 76667
483042003425, MEXIA H S, Public, (254) 562-4000, 9, 12, 76667
483042003426, MEXIA J H, Public, (254) 562-4000, 6, 9, 76667
483042009329, MEXIA SCHOOL OF CHOICE, Public, (254) 562-4000, 9, 12, 76667
483042006302, R Q SIMS INT, Public, (254) 562-4000, 3, 5, 76667
482055002064, GEORGE WEST EL, Public, (361) 449-1914, 4, 6, 78022
482055002065, GEORGE WEST H S, Public, (361) 449-1914, 9, 12, 78022
482055002066, GEORGE WEST J H, Public, (361) 449-1914, 7, 8, 78022
482055002067, GEORGE WEST PRI, Public, (361) 449-1914, PK, 3, 78022
484269004873, THREE RIVERS EL, Public, (361) 786-3592, PK, 5, 78071
484269004874, THREE RIVERS H S, Public, (361) 786-3531, 9, 12, 78071
484269004875, THREE RIVERS MIDDLE, Public, (361) 786-3803, 6, 8, 78071
481111008976, ALTER ED PROG, Public, (325) 597-2170, 6, 12, 76825
481111000576, BRADY EL, Public, (325) 597-2590, 1, 5, 76825
481111000574, BRADY H S, Public, (325) 597-2491, 9, 12, 76825
481111000575, BRADY MIDDLE, Public, (325) 597-8110, 6, 8, 76825
481111000577, NORTH WARD PRI, Public, (325) 597-8392, PK, KG, 76825
482793003132, LOHN SCHOOL, Public, (325) 344-5749, PK, 12, 76852
483750004212, ROCHELLE SCHOOL, Public, (325) 243-5224, PK, 12, 76872
481173005062, B-E ACHIEVEMENT CTR, Public, (254) 859-5832, 6, 12, 76524
481173000678, BRUCEVILLE-EDDY EL, Public, (254) 859-5465, PK, 3, 76524
481173000679, BRUCEVILLE-EDDY H S, Public, (254) 859-5848, 9, 12, 76524
481173008983, BRUCEVILLE-EDDY INTERMEDIATE, Public, (254) 859-5525, 4, 6, 76524
481173007398, BRUCEVILLE-EDDY J H, Public, (254) 859-5525, 7, 8, 76524
483129010951, MCLENNAN CO CHALLENGE ACADEMY, Public, (254) 412-0326, 8,8,76557
483129003515, MOODY EL, Public, (254) 853-2155, PK, 4, 76557
483129003516, MOODY H S, Public, (254) 853-3622, 9, 12, 76557
483129021424, MOODY MIDDLE, Public, (254) 853-2182, 5, 8, 76557
483129007037, MOODY PRE-K, Public, (254) 853-2181, PK,PK,76557
480915000379, AXTELL EL, Public, (254) 863-5419, PK, 5, 76624
480915000380, AXTELL H S, Public, (254) 863-5301, 9, 12, 76624
480915008982, AXTELL MIDDLE SCHOOL, Public, (254) 863-5301, 6, 8, 76624
480915006358, WACO CTR FOR YOUTH, Public, (254) 745-5339, 7, 12, 76624
481396000880, CHINA SPRING EL, Public, (254) 836-4635, PK, 3, 76633
481396000881, CHINA SPRING H S, Public, (254) 836-1771, 9, 12, 76633
481396008874, CHINA SPRING INT, Public, (254) 759-1200, 4, 6, 76633
481396005673, CHINA SPRING MIDDLE, Public, (254) 836-4611, 7, 8, 76633
481560001130, CRAWFORD EL, Public, (254) 486-9083, PK, 6, 76638
481560001131, CRAWFORD H S, Public, (254) 486-2381, 7, 12, 76638
481497000993, CONNALLY JUNIOR HIGH, Public, (254) 296-7700, 7, 8, 76640
481497000994, CONNALLY PRI, Public, (254) 296-7600, PK, 2, 76640
482820009580, LORENA EDUCATION ADVANCEMENT PROGRAM, Public, (254) 857-4613, 4, 12, 76655
482820003157, LORENA ELEMENTARY, Public, (254) 857-4613, 2, 4, 76655
482820003158, LORENA HIGH, Public, (254) 857-4604, 9, 12, 76655
482820006139, LORENA MIDDLE, Public, (254) 857-4621, 5, 8, 76655
482820010950, LORENA PRI, Public, (254) 857-8909, PK, 1, 76655
482982003353, ISBILL J H, Public, (254) 840-3251, 5, 8, 76657
482982003355, MCGREGOR ELEMENTARY SCHOOL, Public, (254) 840-3204, PK, 4, 76657
482982003354, MCGREGOR H S, Public, (254) 840-2853, 9, 12, 76657
483064012440, RIVER VALLEY INT, Public, (254) 761-5699, 5, 6, 76657
482919009343, MART ACADEMIC ALERNATIVE PROGRAM, Public, (254) 876-2574, 10,10,76664
482919003300, MART EL, Public, (254) 876-2112, PK, 4, 76664
482919003301, MART H S, Public, (254) 876-2574, 9, 12, 76664
482919003302, MART MIDDLE, Public, (254) 876-2762, 5, 8, 76664
480025009576, MCLENNAN CO ST JUVENILE CORRECTION FACILITY II, Public, (254) 297-5716, 6, 12, 76664
480022408986, MCLENNAN CO STATE JUVENILE CORRECTIONAL FACILITY I, Public, (254) 297-8243, 8, 11, 76664
483711008869, FOSTER EL, Public, (254) 896-2297, PK, 6, 76682
483711004171, RIESEL SCHOOL, Public, (254) 896-3171, 7, 12, 76682
484504001742, BROOKHAVEN YOUTH RANCH, Public, (254) 829-9652, 7, 12, 76691
484504005130, WEST EL, Public, (254) 826-7540, PK, 3, 76691
484504005131, WEST H S, Public, (254) 826-7510, 9, 12, 76691
484504008872, WEST INT, Public, (254) 826-7530, 4, 5, 76691
484504006187, WEST MIDDLE, Public, (254) 826-7520, 6, 8, 76691
01323177, ST MARYS SCHOOL, Private, (254) 826-5991, PK, 8, 76691
481560011420, AXTELL/BRUCEVILLE-EDDY LEARNING CENTER, Public, (254) 486-2381, 11, 12, 76701
01329113, ST PAULS EPISCOPAL DAY SCHOOL, Private, (254) 753-0246, PK, 6, 76701
A9106427, WACO MONTESSORI SCHOOL, Private, (254) 754-3966, PK, 6, 76701
484428007685, A J MOORE ACAD, Public, (254) 753-6486, 9, 12, 76702
481396007996, ACADEMIC & CHARACTER TRAINING, Public, (254) 756-1974, 8, 11, 76703
481173007994, AXTELL/BRUCEVILLE-EDDY LEARNING CENTER, Public, (254) 753-3422, 10, 12, 76703
481396007995, CONNECT, Public, (254) 756-1974, 9, 12, 76703
482214012456, CONNECT, Public, (254) 756-1974, 8, 12, 76703
484504001741, CONNECT, Public, (254) 756-1974, 10, 12, 76703
482820005042, CONNECT CTR, Public, (254) 756-1974, 9, 12, 76703
482061012572, EDUCATION COOP OF CENTRAL TEXAS, Public, (254) 829-1528, N ,N ,76703
484428005039, J H HINES EL, Public, (254) 753-1362, PK, 5, 76703
483741008984, OPPORTUNITY LEARNING CENTER, Public, (254) 753-3422, 10, 12, 76703
484504009347, WEST D A E P/ACT, Public, (254) 756-1974, 8, 12, 76703
A0702238, LIVE OAK CLASSICAL SCHOOL, Private, (254) 714-1007, PK, 12, 76703
480004207989, AUDRE AND BERNARD RAPOPORT ACADEMY, Public, (254) 799-4191, PK, 4, 76704
484428006341, CARVER ACAD, Public, (254) 757-0787, 6, 8, 76704
480915008981, CHALLENGE ACADEMY, Public, (254) 863-5301, 7,7,76704
481173008873, CHALLENGE ACADEMY, Public, (254) 859-5832, 9, 10, 76704
482919008978, CHALLENGE ACADEMY, Public, (254) 876-2523, N ,N ,76704
482982008979, CHALLENGE ACADEMY, Public, (254) 840-2828, 10,10,76704
483741008985, CHALLENGE ACADEMY, Public, (254) 799-7278, 9, 11, 76704
481396009348, CHALLENGE ACADEMY, Public, (254) 836-1115, 7, 11, 76704
481560009340, CHALLENGE ACADEMY, Public, (254) 486-2381, 9,9,76704
483711010952, CHALLENGE ACADEMY, Public, (254) 896-6411, N ,N ,76704
484504009346, CHALLENGE ACADEMY, Public, (254) 412-0326, 6, 12, 76704
484428007993, DORIS MILLER EL, Public, (254) 755-9501, PK, 5, 76704
480004211302, PAUL AND JANE MEYER PUBLIC H S, Public, (254) 754-2288, 9, 12, 76704
480004209586, QUINN CAMPUS PUBLIC MIDDLE SCHOOL, Public, (254) 754-8000, 5, 8, 76704
481497009349, CONNALLY ELEMENTARY SCHOOL, Public, (254) 750-7170, 3, 4, 76705
481497000992, CONNALLY HIGH SCHOOL, Public, (254) 296-6700, 9, 12, 76705
481497005070, CONNALLY INTERMEDIATE CENTER, Public, (254) 750-7100, 5, 6, 76705
482061002073, GHOLSON SCHOOL, Public, (254) 829-1528, PK, 8, 76705
482214002225, HALLSBURG EL, Public, (254) 875-2331, KG, 6, 76705
482628007035, LA VEGA EL, Public, (254) 799-1721, 1, 3, 76705
482628002965, LA VEGA H S, Public, (254) 799-4951, 9, 12, 76705
482628002963, LA VEGA INT H P MILES CAMPUS, Public, (254) 799-5553, 4, 6, 76705
482628002966, LA VEGA J H GEORGE DIXON CAMPUS, Public, (254) 799-2428, 7, 8, 76705
482628006129, LA VEGA PRI, Public, (254) 799-6229, PK, KG, 76705
482214010957, MCLENNAN COUNTY CHALLENGE ACADEMY, Public, (254) 875-2331, N ,N ,76705
484428005028, ALTA VISTA MONTESSORI MAGNET, Public, (254) 662-3050, PK, 6, 76706
484428005030, BELL'S HILL EL, Public, (254) 754-4171, PK, 5, 76706
481396010954, BILL LOGUE DETENTION CENTER, Public, (254) 836-1115, 6, 11, 76706
484428009345, CESAR CHAVEZ MIDDLE, Public, (254) 750-3736, 6, 8, 76706
481497007692, CHALLENGE ACADEMY, Public, (254) 754-0803, 8,8,76706
482628007395, CHALLENGE ACADEMY, Public, (254) 754-0803, 8, 9, 76706
483064007394, CHALLENGE ACADEMY, Public, (254) 754-0803, 9, 12, 76706
482820009581, CHALLENGE ACADEMY, Public, (254) 754-0803, N ,N ,76706
484428007397, CHALLENGE ACADEMY, Public, (254) 754-0803, 6, 12, 76706
481091010956, CHALLENGE ACADEMY, Public, (254) 754-0803, N ,N ,76706
484428008870, J J A E P, Public, (254) 754-0803, 7, 11, 76706
482061012571, MCLENNAN COUNTY CHALLENGE ACADEMY, Public, (254) 829-1528, N ,N ,76706
483741004200, ROBINSON EL, Public, (254) 662-5000, 2, 6, 76706
483741004198, ROBINSON H S, Public, (254) 662-3840, 9, 12, 76706
483741006901, ROBINSON INT, Public, (254) 662-6113, 4, 5, 76706
483741004199, ROBINSON J H, Public, (254) 662-3843, 6, 8, 76706
483741004197, ROBINSON PRI, Public, (254) 662-0251, PK, 1, 76706
484428006798, SOUTH WACO EL, Public, (254) 753-6802, PK, 5, 76706
484428005057, SUL ROSS EL, Public, (254) 753-3541, PK, 6, 76706
484428007039, WACO ISD ALTERNATIVE SCHOOL), Public, (254) 757-3829, 6, 12, 76706
484428008332, BRAZOS MIDDLE, Public, (254) 754-5491, 6, 8, 76707
484428005034, DEAN-HIGHLAND EL, Public, (254) 752-3751, PK, 4, 76707
484428005052, PROVIDENT HEIGHTS EL, Public, (254) 750-3930, PK, 5, 76707
480002407392, WACO CHARTER SCHOOL, Public, (254) 754-8169, PK, 5, 76707
484428008980, WEST AVENUE EL, Public, (254) 750-3900, PK, 5, 76707
481091007693, BOSQUEVILLE EL, Public, (254) 752-6006, PK, 5, 76708
481091006073, BOSQUEVILLE SCHOOL SECONDARY, Public, (254) 757-3113, 6, 12, 76708
484428008333, BROOK AVENUE EL, Public, (254) 750-3562, PK, 5, 76708
484428005032, CEDAR RIDGE EL, Public, (254) 756-1241, PK, 4, 76708
484428005035, LAKE WACO MONTESSORI MAGNET, Public, (254) 752-5951, PK, 12, 76708
484428005049, NORTH WACO EL, Public, (254) 753-2423, PK, 5, 76708
01642116, PARKVIEW CHRISTIAN ACADEMY, Private, (254) 753-0159, KG, 12, 76708
01323213, REICHER CATHOLIC HIGH SCHOOL, Private, (254) 752-8349, 9, 12, 76708
01323202, ST LOUIS CATHOLIC SCHOOL, Private, (254) 754-2041, PK, 8, 76708
480915007687, AXTELL BRUCEVILLE-EDDY LEARNING CENTER, Public, (254) 753-3422, 9, 12, 76710
481173011401, AXTELL/BE DAEP, Public, (254) 859-5832, 9, 12, 76710
484428005033, CRESTVIEW EL, Public, (254) 776-1704, PK, 4, 76710
484428005048, HILLCREST PROFESSIONAL DEVEL, Public, (254) 772-4286, PK, 5, 76710
484428005043, LAKE AIR INT, Public, (254) 772-1910, 5, 6, 76710
484428005047, MOUNTAINVIEW EL, Public, (254) 772-2520, PK, 4, 76710
484428005051, PARKDALE EL, Public, (254) 772-2170, PK, 4, 76710
484428009344, STARS H S, Public, (254) 754-6283, 9, 12, 76710
484428005058, TENNYSON MIDDLE, Public, (254) 772-1440, 7, 8, 76710
484428005061, VIKING HILLS EL, Public, (254) 772-2341, PK, 4, 76710
484428005054, WACO H S, Public, (254) 776-1150, 9, 12, 76710
A0702282, TEXAS CHRISTIAN ACADEMY, Private, (254) 772-5474, 7, 12, 76710
01328528, VANGUARD COLLEGE PREPARATORY SCHOOL, Private, (254) 772-8111, 7, 12, 76710
A0109510, WACO BAPTIST ACADEMY, Private, (254) 772-2122, PK, 8, 76710
484428005041, KENDRICK EL, Public, (254) 752-3316, PK, 5, 76711
484428005045, MEADOWBROOK EL, Public, (254) 752-4511, PK, 5, 76711
484428005059, UNIVERSITY H S, Public, (254) 756-1843, PK, 12, 76711
484428005060, UNIVERSITY MIDDLE, Public, (254) 753-1533, 6, 8, 76711
483064012131, CASTLEMAN CREEK EL, Public, (254) 761-5755, PK, 4, 76712
483064006452, HEWITT EL, Public, (254) 761-5750, PK, 4, 76712
483064003463, MIDWAY H S, Public, (254) 761-5650, 9, 12, 76712
483064003464, MIDWAY MIDDLE, Public, (254) 761-5680, 7, 8, 76712
483064006886, SOUTH BOSQUE EL, Public, (254) 761-5720, PK, 4, 76712
483064005554, SPEEGLEVILLE EL, Public, (254) 761-5730, KG, 4, 76712
483064006453, SPRING VALLEY EL, Public, (254) 761-5710, PK, 4, 76712
483064007033, WOODGATE INT, Public, (254) 761-5690, 5, 6, 76712
483064003462, WOODWAY EL, Public, (254) 761-5740, PK, 4, 76712
A9707953, FIRST WOODWAY CHRISTIAN SCHOOL, Private, (254) 772-1298, PK, 6, 76712
A0303105, NEW CREATION ADVENTIST SCHOOL, Private, (254) 772-8775, 1, 8, 76712
482994003368, MCMULLEN COUNTY SCHOOL, Public, (361) 274-3371, PK, 12, 78072
482871003250, MADISONVILLE ELEMENTARY SCHOOL, Public, (936) 348-2261, PK, 2, 77864
482871003251, MADISONVILLE HIGH SCHOOL, Public, (936) 348-2721, 7, 12, 77864
482871005774, MADISONVILLE INTERMEDIATE SCHOOL, Public, (936) 348-2921, 3, 8, 77864
482871003252, MADISONVILLE JUNIOR HIGH SCHOOL, Public, (936) 348-3587, 6, 8, 77864
483303003669, NORTH ZULCH EL, Public, (936) 399-1010, PK, 6, 77872
483303003670, NORTH ZULCH H S, Public, (936) 399-1030, 7, 12, 77872
482473002763, JEFFERSON EL, Public, (903) 665-2461, 1, 4, 75657
482473002764, JEFFERSON H S, Public, (903) 665-2461, 9, 12, 75657
482473002765, JEFFERSON J H, Public, (903) 665-2461, 5, 8, 75657
482473011300, JEFFERSON PRI SCH, Public, (903) 665-2461, PK, KG, 75657
AA000379, CYPRESS BEND ELEMENTARY SCHOOL, Private, (903) 665-7402, PK, 8, 75657
01330209, JEFFERSON CHRISTIAN ACADEMY, Private, (903) 665-3973, 9, 12, 75657
482928003306, MASON EL, Public, (325) 347-1122, PK, 4, 76856
482928003307, MASON H S, Public, (325) 347-1122, 9, 12, 76856
482928011301, MASON J H, Public, (325) 347-1122, 5, 8, 76856
480963000412, BAY CITY H S, Public, (979) 245-5771, 9, 12, 77414
480963009336, BAY CITY INT, Public, (979) 245-4864, 4, 5, 77414
480963000413, BAY CITY J H, Public, (979) 245-6345, 6, 8, 77414
480963000414, CHERRY EL, Public, (979) 245-6341, PK, 3, 77414
480963007681, MATAGORDA CO J J A E P, Public, (979) 244-5820, 5, 11, 77414
480963000416, MCALLISTER INT, Public, (979) 245-5591, 4, 5, 77414
480963000418, ROBERTS EL, Public, (979) 245-8331, PK, 3, 77414
480963000415, TENIE HOLMES EL, Public, (979) 245-4818, PK, 3, 77414
01921847, HOLY CROSS SCHOOL, Private, (979) 245-5632, PK, 6, 77414
484281004881, BLESSING EL, Public, (361) 588-6622, PK, 5, 77419
484281009599, MATAGORDA CO ALTER, Public, (361) 588-6810, N ,N ,77440
484281004883, TIDEHAVEN H S, Public, (361) 588-6810, 9, 12, 77440
484281004884, TIDEHAVEN INT, Public, (361) 588-6600, 6, 8, 77440
484281004882, MARKHAM EL, Public, (979) 843-5015, PK, 5, 77456
482937003310, MATAGORDA EL, Public, (979) 863-7693, PK, 7, 77457
483402003780, CENTRAL EL, Public, (361) 972-2911, PK, 3, 77465
483402003781, EAST SIDE INTERMEDIATE, Public, (361) 972-2544, 4, 6, 77465
483402009337, MATAGORDA CO ALTER, Public, (361) 972-5491, 8, 9, 77465
483402003782, PALACIOS H S, Public, (361) 972-2571, 9, 12, 77465
483402003783, PALACIOS J H, Public, (361) 972-2417, 7, 8, 77465
483402010949, PALACIOS MARINE ED CTR, Public, (361) 972-3774, KG, 12, 77465
484395006340, E RUDD INT, Public, (979) 323-5047, 4, 5, 77482
484395008975, MATAGORDA CO ALTER, Public, (979) 323-5047, 9, 11, 77482
484395004989, O H HERMAN MIDDLE, Public, (979) 245-6401, 6, 8, 77482
484395004987, VAN VLECK EL, Public, (979) 323-5040, PK, 3, 77482
484395004988, VAN VLECK H S, Public, (979) 245-4664, 9, 12, 77482
483006009582, BIGFOOT ALTERNATIVE, Public, (830) 663-5020, 8, 11, 78009
483006010958, CASTROVILLE ELEMENTARY, Public, (830) 931-2117, PK, 5, 78009
483006003373, MEDINA VALLEY H S, Public, (830) 931-2243, 9, 12, 78009
483006008876, MEDINA VALLEY MIDDLE, Public, (830) 931-2243, 6, 8, 78009
A0303056, DAYSTAR CHRISTIAN ACADEMY, Private, (830) 931-0655, KG, 2, 78009
A9106504, ST LOUIS SCHOOL, Private, (830) 931-3544, PK, 5, 78009
481695001469, DEVINE H S, Public, (830) 851-0895, 9, 12, 78016
481695006846, DEVINE INTERMEDIATE SCHOOL, Public, (830) 851-0495, 3, 5, 78016
481695001470, DEVINE MIDDLE SCHOOL, Public, (830) 851-0695, 6, 8, 78016
481695001468, JOHN J CIAVARRA EL, Public, (830) 851-0395, PK, 2, 78016
A0503395, FAITH CHRISTIAN ACADEMY, Private, (830) 663-4718, PK, 12, 78016
483006010959, LACOSTE ELEMENTARY, Public, (830) 985-3421, PK, 5, 78039
483213005102, NATALIA EARLY CHILD CTR, Public, (830) 663-9739, PK, 1, 78059
483213003564, NATALIA EL, Public, (830) 663-2837, 2, 5, 78059
483213003565, NATALIA H S, Public, (830) 663-4417, 9, 12, 78059
483213003566, NATALIA J H, Public, (830) 663-4027, 6, 8, 78059
483021009584, DAEP, Public, (325) 396-2513, KG, 12, 76859
483021003384, MENARD EL, Public, (325) 396-2348, PK, 5, 76859
483021003385, MENARD H S, Public, (325) 396-2513, 9, 12, 76859
483021007043, MENARD J H, Public, (325) 396-2348, 6, 8, 76859
481185000697, BUCKHOLTS SCHOOL, Public, (254) 593-2744, PK, 12, 76518
481264007074, BEN MILAM EL, Public, (254) 697-3641, PK, 2, 76520
481264000758, CAMERON EL, Public, (254) 697-2381, 3, 5, 76520
481264000760, CAMERON MIDDLE, Public, (254) 697-2131, 6, 8, 76520
481264000762, CAMERON YOE H S, Public, (254) 697-3902, 9, 12, 76520
483069005556, MILANO EL, Public, (512) 455-2062, PK, 5, 76556
483069003467, MILANO H S, Public, (512) 455-9333, 9, 12, 76556
483069009351, MILANO J H, Public, (512) 455-6701, 6, 8, 76556
483759004215, ROCKDALE EL, Public, (512) 430-6030, PK, 2, 76567
483759004216, ROCKDALE H S, Public, (512) 430-6140, 9, 12, 76567
483759012043, ROCKDALE INT, Public, (512) 430-6200, 3, 5, 76567
483759004217, ROCKDALE J H, Public, (512) 430-6100, 6, 8, 76567
484263004869, THORNDALE EL, Public, (512) 898-2912, PK, 5, 76577
484263004870, THORNDALE H S, Public, (512) 898-2321, 9, 12, 76577
484263007699, THORNDALE MIDDLE, Public, (512) 898-2670, 6, 8, 76577
01327422, ST PAUL LUTHERAN SCHOOL, Private, (512) 898-2711, PK, 8, 76577
482052002063, GAUSE EL, Public, (979) 279-5891, PK, 8, 77857
482100002093, GOLDTHWAITE EL, Public, (325) 648-3055, PK, 5, 76844
482100002094, GOLDTHWAITE H S, Public, (325) 648-3081, 9, 12, 76844
482100008338, GOLDTHWAITE MIDDLE, Public, (325) 648-3630, 6, 8, 76844
480023511986, NEW HORIZONS, Public, (325) 938-5513, 2, 11, 76844
483192009635, MULLIN ELEMENTARY, Public, (325) 985-3374, PK, 6, 76864
483192005557, MULLIN HIGH SCHOOL, Public, (325) 985-3374, 7, 12, 76864
483582004057, PRIDDY SCHOOL, Public, (325) 966-3323, PK, 12, 76870
484146004743, STAR SCHOOL, Public, (325) 948-3661, PK, 12, 76880
481099000562, BOWIE EL, Public, (940) 689-2901, PK, 2, 76230
481099000563, BOWIE H S, Public, (940) 689-2842, 9, 12, 76230
481099009664, BOWIE INT, Public, (940) 689-2887, 3, 5, 76230
481099000564, BOWIE J H, Public, (940) 689-2951, 6, 8, 76230
482097002091, GOLD BURG H S, Public, (940) 872-3562, 6, 12, 76230
481953001808, FORESTBURG SCHOOL, Public, (940) 964-2323, PK, 12, 76239
