240033001429, CENTERVILLE ELEMENTARY, 3601 CARRIAGE HILL DR, FREDERICK, MD 21704, (240) 566-0100, ξξ-ξξFREDERICK COUNTY COUNTY, Public, KG,5,,
540120000935, SCOTT TEAYS ELEMENTARY, 4308 TEAYS VALLEY ROAD, SCOTT DEPOT, WV 25560, (304) 757-7279, ξξ-ξξPUTNAM COUNTY COUNTY, Public, KG,5,,
2067777, TEAYS VALLEY CHRISTIAN SCHOOL, 4373 TEAYS VALLEY RD, SCOTT DEPOT, WV 25560, (304) 757-9550, ξξ-ξξPUTNAM COUNTY, Private, KG,12,,
540150001111, WAYNE ELEMENTARY SCHOOL, PO BOX 308, WAYNE, WV 25570, (304) 272-3226, ξξ-ξξWAYNE COUNTY COUNTY, Public, PK,5,,
540150001112, WAYNE HIGH SCHOOL, 100 PIONEER ROAD, WAYNE, WV 25570, (304) 272-5639, ξξ-ξξWAYNE COUNTY COUNTY, Public,9,12,,
540150001113, WAYNE MIDDLE SCHOOL, 200 PIONEER ROAD, WAYNE, WV 25570, (304) 272-3227, ξξ-ξξWAYNE COUNTY COUNTY, Public,6,8,,
540066000502, WEST HAMLIN ELEMENTARY, ROUTE 1  BOX 112A, WEST HAMLIN, WV 25571, (304) 824-3630, ξξ-ξξLINCOLN COUNTY COUNTY, Public, PK,5,,
540069000517, JUSTICE ELEMENTARY SCHOOL, 407 CIRCLE DIRVE, LOGAN, WV 25601, (304) 752-3250, ξξ-ξξLOGAN COUNTY COUNTY, Public, PK,4,,
540069000520, LOGAN ELEMENTARY SCHOOL, MIDELBURG ISLAND, LOGAN, WV 25601, (304) 752-4180, ξξ-ξξLOGAN COUNTY COUNTY, Public, PK,4,,
540069000519, LOGAN MIDDLE SCHOOL, 14 WILDCAT WAY, LOGAN, WV 25601, (304) 752-1804, ξξ-ξξLOGAN COUNTY COUNTY, Public,5,8,,
540069000521, LOGAN SENIOR HIGH SCHOOL, 1 WILDCAT WAY, LOGAN, WV 25601, (304) 752-6606, ξξ-ξξLOGAN COUNTY COUNTY, Public,9,12,,
540069001395, RALPH R. WILLIS VOCATIONAL CENTER, THREE MILE CURVE, LOGAN, WV 25601, (304) 752-4687, ξξ-ξξLOGAN COUNTY COUNTY, Public, PK,12,,
540069000506, BUFFALO ELEMENTARY SCHOOL, RT 16 BOX 310, ACCOVILLE, WV 25606, (304) 583-9132, ξξ-ξξLOGAN COUNTY COUNTY, Public, PK,3,,
540090001214, GILBERT ELEMENTARY, RT 52 SOUTH, GILBERT, WV 25621, (304) 664-5042, ξξ-ξξWYOMING COUNTY COUNTY, Public, PK,6,,
540090000739, GILBERT HIGH SCHOOL, BOX 366, GILBERT, WV 25621, (304) 664-8197, ξξ-ξξMINGO COUNTY COUNTY, Public,7,12,,
540069000515, HOLDEN CENTRAL ELEMENTARY SCHOOL, BOX M, HOLDEN, WV 25625, (304) 239-2771, ξξ-ξξLOGAN COUNTY COUNTY, Public, PK,4,,
540069001251, MAN ELEMENTARY SCHOOL, BOX 269, MALLORY, WV 25634, (304) 583-8316, ξξ-ξξLOGAN COUNTY COUNTY, Public, KG,4,,
540069001060, MAN MIDDLE SCHOOL, BOX 390, MALLORY, WV 25634, (304) 583-8316, ξξ-ξξLOGAN COUNTY COUNTY, Public,5,8,,
540069000524, MAN SENIOR HIGH SCHOOL, 800 EAST MCDONALD AVENUE, MAN, WV 25635, (304) 583-6521, ξξ-ξξLOGAN COUNTY COUNTY, Public,9,12,,
540069000532, SOUTH MAN ELEMENTARY SCHOOL, 301 EAST MCDONALD AVENUE, MAN, WV 25635, (304) 583-7522, ξξ-ξξLOGAN COUNTY COUNTY, Public, PK,3,,
540069000611, OMAR ELEMENTARY, ROUTE 44, OMAR, WV 25638, (304) 946-2660, ξξ-ξξLOGAN COUNTY COUNTY, Public, PK,4,,
2067529, BETH HAVEN CHRISTIAN SCHOOL, PO BOX 620, OMAR, WV 25638, (304) 946-4447, ξξ-ξξLOGAN COUNTY, Private, PK,12,,
540069000536, VERDUNVILLE ELEMENTARY SCHOOL, DRAWER J, VERDUNVILLE, WV 25649, (304) 752-1656, ξξ-ξξLOGAN COUNTY COUNTY, Public, PK,4,,
540090001063, LENORE K-8 SCHOOL, 1 RANGER DRIVE, WILLIAMSON, WV 25661, (304) 475-2458, ξξ-ξξMINGO COUNTY COUNTY, Public, PK,8,,
540090000632, RIVERSIDE ELEMENTARY SCHOOL, 5 PARKWAY DRIVE, WILLIAMSON, WV 25661, (304) 235-2521, ξξ-ξξMINGO COUNTY COUNTY, Public, PK,4,,
540090001407, TUG VALLEY HIGH SCHOOL, 555 PANTHER DRIVE, WILLIAMSON, WV 25661, (304) 235-2266, ξξ-ξξMINGO COUNTY COUNTY, Public,9,12,,
540090000759, WILLIAMSON HIGH SCHOOL, 801 ALDERSON STREET, WILLIAMSON, WV 25661, (304) 235-2518, ξξ-ξξMINGO COUNTY COUNTY, Public,9,12,,
540090001254, WILLIAMSON MIDDLE SCHOOL, ALDERSON STREET, WILLIAMSON, WV 25661, (304) 235-3430, ξξ-ξξMINGO COUNTY COUNTY, Public,5,8,,
1489235, SACRED HEART ELEMENTARY SCHOOL, 126 W 4TH AVE, WILLIAMSON, WV 25661, (304) 235-3027, ξξ-ξξMINGO COUNTY, Private, PK,6,,
A0903807, WILLIAMSON CHRISTIAN SCHOOL, PO BOX 901, WILLIAMSON, WV 25661, (304) 235-3700, ξξ-ξξMINGO COUNTY, Private, PK,9,,
540150001097, CRUM ELEMENTARY SCHOOL, P.O. BOX 69, CRUM, WV 25669, (304) 393-3447, ξξ-ξξWAYNE COUNTY COUNTY, Public, PK,5,,
540150001433, CRUM MIDDLE SCHOOL, P.O. BOX 9  150 SCHOOL STREET, CRUM, WV 25669, (304) 393-3200, ξξ-ξξWAYNE COUNTY COUNTY, Public,6,8,,
540090000728, BURCH HIGH SCHOOL, RT. 2 BOX 521-A, DELBARTON, WV 25670, (304) 475-2700, ξξ-ξξMINGO COUNTY COUNTY, Public,7,12,,
540090001228, BURCH PK-6, RT. 3 BOX 4-B, DELBARTON, WV 25670, (304) 475-2141, ξξ-ξξMINGO COUNTY COUNTY, Public, PK,6,,
540090000751, MINGO CAREER & TECHNICAL CENTERROUT, E 2 BOX 52 A, DELBARTON, WV 25670, (304) 475-3347, ξξ-ξξMINGO COUNTY COUNTY, Public,9,12,,
A0110222, REGIONAL CHRISTIAN SCHOOL, PO BOX 236, DELBARTON, WV 25670, (304) 475-3468, ξξ-ξξMINGO COUNTY, Private, PK,12,,
540090000736, DINGESS ELEMENTARY SCHOOL, P.O. BOX 34, DINGESS, WV 25671, (304) 752-7036, ξξ-ξξMINGO COUNTY COUNTY, Public, PK,4,,
540090000906, KERMIT AREA SCHOOL (K-8), BOX 720, , KERMIT, WV 25674, (304) 393-4130ξξ-ξξMINGO COUNTY COUNTY, Public, PK,8,,
540090000799, MATEWAN ELEMENTARY SCHOOL, 100 CHAMBERS STREET, MATEWAN, WV 25678, (304) 426-4719, ξξ-ξξMINGO COUNTY COUNTY, Public, PK,4,,
540090000746, MATEWAN HIGH SCHOOL, 100 TIGER LANE, MATEWAN, WV 25678, (304) 426-6555, ξξ-ξξMINGO COUNTY COUNTY, Public,9,12,,
540090001404, MATEWAN MIDDLE SCHOOL, 200 TIGER LANE, MATEWAN, WV 25678, (304) 426-8569, ξξ-ξξMINGO COUNTY COUNTY, Public,5,8,,
A9107106, OMEGA ACADEMY, PO BOX 217, NORTH MATEWAN, WV 25688, (304) 426-4235, ξξ-ξξMINGO COUNTY, Private, KG,12,,
540018000112, HITE SAUNDERS ELEMENTARY SCHOOL, 3708 GREEN VALLEY ROAD, HUNTINGTON, WV 25701, (304) 528-5132, ξξ-ξξCABELL COUNTY COUNTY, Public, PK,5,,
540018000860, HUNTINGTON HIGH SCHOOL, 1 HIGHLANDER WAY, HUNTINGTON, WV 25701, (304) 528-6400, ξξ-ξξCABELL COUNTY COUNTY, Public,9,12,,
540018000122, MEADOWS ELEMENTARY SCHOOL, 1601 WASHINGTON BLVD, HUNTINGTON, WV 25701, (304) 528-5166, ξξ-ξξCABELL COUNTY COUNTY, Public, PK,5,,
540018001466, SOUTHSIDE ELEMENTARY, 620 TWELTH AVENUE, HUNTINGTON, WV 25701, (304) 528-5168, ξξ-ξξCABELL COUNTY COUNTY, Public, PK,5,,
540018001308, SPRING HILL ELEMENTARY SCHOOL, 1901 HALL AVENUE, HUNTINGTON, WV 25701, (304) 528-5175, ξξ-ξξCABELL COUNTY COUNTY, Public, PK,5,,
A9703614, COVENANT SCHOOL, 2400 JOHNSTOWN RD, HUNTINGTON, WV 25701, (304) 736-0000, ξξ-ξξCABELL COUNTY, Private, KG,12,,
1489224, ST JOSEPH CATHOLIC HIGH SCHOOL, 600 13TH ST, HUNTINGTON, WV 25701, (304) 525-5096, ξξ-ξξCABELL COUNTY, Private,8,12,,
540018000884, ALTERNATIVE EDUCATION HIGH SCHOOL, 2800 5TH AVE, HUNTINGTON, WV 25702, (304) 528-5060, ξξ-ξξCABELL COUNTY COUNTY, Public,6,12,,
540018000103, ENSLOW MIDDLE SCHOOL, 2613 COLLIS AVE, HUNTINGTON, WV 25702, (304) 528-5121, ξξ-ξξCABELL COUNTY COUNTY, Public,6,8,,
540018000109, GUYANDOTTE ELEMENTARY SCHOOL, 607 5TH AVE GUY, HUNTINGTON, WV 25702, (304) 528-5128, ξξ-ξξCABELL COUNTY COUNTY, Public, PK,5,,
540018000111, HIGHLAWN ELEMENTARY SCHOOL, 2549 1ST AVENUE, HUNTINGTON, WV 25703, (304) 528-5130, ξξ-ξξCABELL COUNTY COUNTY, Public, PK,5,,
540018000938, CENTRAL CITY ELEMENTARY SCHOOL, 2100 WASHINGTON AVE, HUNTINGTON, WV 25704, (304) 528-5231, ξξ-ξξCABELL COUNTY COUNTY, Public, PK,5,,
540018001465, HUNTINGTON MIDDLE SCHOOL, 1001 JEFFERSON AVENUE, HUNTINGTON, WV 25704, (304) 528-5180, ξξ-ξξCABELL COUNTY COUNTY, Public,6,8,,
540150001105, KELLOGG ELEMENTARY SCHOOL, 4415 PIEDMONT ROAD, HUNTINGTON, WV 25704, (304) 429-4441, ξξ-ξξWAYNE COUNTY COUNTY, Public, PK,5,,
540150001023, SPRING VALLEY HIGH SCHOOL, #1 TIMBERWOLF DRIVE, HUNTINGTON, WV 25704, (304) 429-1699, ξξ-ξξCABELL COUNTY COUNTY, Public,9,12,,
540150001114, VINSON MIDDLE SCHOOL, 3851 PIEDMONT ROAD, HUNTINGTON, WV 25704, (304) 429-1641, ξξ-ξξWAYNE COUNTY COUNTY, Public,6,8,,
1612475, GRACE CHRISTIAN SCHOOL, PO BOX 9128, HUNTINGTON, WV 25704, (304) 522-8635, ξξ-ξξCABELL COUNTY, Private, PK,12,,
540018000088, ALTIZER ELEMENTARY SCHOOL, 250 THIRD STREET  ALTIZER, HUNTINGTON, WV 25705, (304) 528-5100, ξξ-ξξCABELL COUNTY COUNTY, Public, PK,5,,
540018000092, BEVERLY HILLS MIDDLE SCHOOL, 2901 SALTWELL RD, HUNTINGTON, WV 25705, (304) 528-5102, ξξ-ξξCABELL COUNTY COUNTY, Public,6,8,,
540018001307, CABELL COUNTY CAREER TECHNOLOGY CENTER, 1035 NORWAY AVE, HUNTINGTON, WV 25705, (304) 528-5172, ξξ-ξξCABELL COUNTY COUNTY, Public, PK,12,,
540018001483, EAST END MIDDLE SCHOOL, 2901 SALTWELL ROAD, HUNTINGTON, WV 25705, (304) 528-5180, ξξ-ξξCABELL COUNTY COUNTY, Public,6,8,,
540018000107, GENEVA KENT ELEMENTARY SCHOOL, 68 HOLLEY AVENUE, HUNTINGTON, WV 25705, (304) 528-5126, ξξ-ξξCABELL COUNTY COUNTY, Public, PK,5,,
540018000134, PEYTON ELEMENTARY SCHOOL, 199 ROTARY RD, HUNTINGTON, WV 25705, (304) 528-5173, ξξ-ξξCABELL COUNTY COUNTY, Public, PK,5,,
1489246, OUR LADY OF FATIMA PARISH SCHOOL, 535 NORWAY AVE, HUNTINGTON, WV 25705, (304) 523-2861, ξξ-ξξCABELL COUNTY, Private, PK,8,,
540123000977, ACADEMY OF CAREERS AND TECHNOLOGY, 390 STANAFORD ROAD, BECKLEY, WV 25801, (304) 256-4615, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,12,,
540051101130, BECKLEY CENTER, 4700 ROBERT C. BYRD DRIVE, BECKLEY, WV 25801, (304) 250-6570, ξξ-ξξRALEIGH COUNTY COUNTY, Public,6,11,,
540123001176, BECKLEY ELEMENTARY, 399 GRAY FLATS ROAD, BECKLEY, WV 25801, (304) 256-4575, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540123000940, BECKLEY-STRATTON MIDDLE SCHOOL, 401 GRAY FLATS ROAD, BECKLEY, WV 25801, (304) 256-4616, ξξ-ξξRALEIGH COUNTY COUNTY, Public,6,8,,
540123000949, CRANBERRY-PROSPERITY ELEMENTARY, 4575 ROBERT C BYRD DR, BECKLEY, WV 25801, (304) 256-4574, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540123000950, CRESCENT ELEMENTARY, 205 CRESCENT ROAD, BECKLEY, WV 25801, (304) 256-4576, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540123000968, MAXWELL HILL ELEMENTARY, 1001 MAXWELL HILL ROAD, BECKLEY, WV 25801, (304) 256-4599, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540123000972, PARK MIDDLE SCHOOL, 212 PARK AVENUE, BECKLEY, WV 25801, (304) 256-4586, ξξ-ξξRALEIGH COUNTY COUNTY, Public,6,8,,
540123001012, STRATTON ELEMENTARY, 1129 SOUTH FAYETTE STREET, BECKLEY, WV 25801, (304) 256-4604, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540123000991, WOODROW WILSON HIGH SCHOOL, 400 STANAFORD ROAD, BECKLEY, WV 25801, (304) 256-4646, ξξ-ξξRALEIGH COUNTY COUNTY, Public,9,12,,
A9703621, MOUNT TABOR CHRISTIAN SCHOOL, 262 MOUNT TABOR RD, BECKLEY, WV 25801, (304) 252-9739, ξξ-ξξRALEIGH COUNTY, Private, KG,12,,
1489654, ST FRANCIS DE SALES SCHOOL, 622 S OAKWOOD AVE, BECKLEY, WV 25801, (304) 252-4087, ξξ-ξξRALEIGH COUNTY, Private, KG,8,,
A0110225, TEEL EDUCATIONAL CENTER, 219 FRONT ST, BECKLEY, WV 25801, (304) 253-9713, ξξ-ξξRALEIGH COUNTY, Private, KG,11,,
A0110227, TRINITY CHRISTIAN ACADEMY, 224 PINEWOOD DR, BECKLEY, WV 25801, (304) 254-9600, ξξ-ξξRALEIGH COUNTY, Private, PK,12,,
A0303336, THE ACADEMY AT MOUNTAIN STATE UNIVERSITY, PO BOX 9003, BECKLEY, WV 25802, (304) 929-1329, ξξ-ξξRALEIGH COUNTY, Private,6,12,,
540030000167, ANSTED ELEMENTARY, PO BOX 609, ANSTED, WV 25812, (304) 658-5961, ξξ-ξξFAYETTE COUNTY COUNTY, Public, PK,4,,
540030000168, ANSTED MIDDLE, PO BOX 766, ANSTED, WV 25812, (304) 658-5170, ξξ-ξξFAYETTE COUNTY COUNTY, Public,5,8,,
A9107128, VICTORY BAPTIST ACADEMY, PO BOX 549, BEAVER, WV 25813, (304) 255-4535, ξξ-ξξRALEIGH COUNTY, Private, PK,12,,
540123000947, COAL CITY ELEMENTARY, PO BOX 1240, COAL CITY, WV 25823, (304) 683-5001, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540123000958, INDEPENDENCE HIGH SCHOOL, PO BOX 1595, COAL CITY, WV 25823, (304) 683-3228, ξξ-ξξRALEIGH COUNTY COUNTY, Public,9,12,,
540123000948, CRAB ORCHARD ELEMENTARY, PO BOX 727, CRAB ORCHARD, WV 25827, (304) 256-4577, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540030000173, DANESE ELEMENTARY, PO BOX 69, DANESE, WV 25831, (304) 438-6827, ξξ-ξξFAYETTE COUNTY COUNTY, Public, PK,5,,
A0903793, DANESE CHRISTIAN SCHOOL, PO BOX 177, DANESE, WV 25831, (304) 438-8116, ξξ-ξξFAYETTE COUNTY, Private, PK,6,,
540123000951, DANIELS ELEMENTARY, BOX 689, DANIELS, WV 25832, (304) 256-4622, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540123000954, FAIRDALE ELEMENTARY SCHOOL, PO BOX 10, FAIRDALE, WV 25839, (304) 934-7217, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540030000179, FAYETTEVILLE ELEMENTARY, 200 WISEMAN AVENUE, FAYETTEVILLE, WV 25840, (304) 574-1011, ξξ-ξξFAYETTE COUNTY COUNTY, Public, KG,6,,
540030000180, FAYETTEVILLE HIGH, 515 WEST MAPLE AVENUE, FAYETTEVILLE, WV 25840, (304) 574-0560, ξξ-ξξFAYETTE COUNTY COUNTY, Public,7,12,,
540030000182, GATEWOOD ELEMENTARY, RR 1 BOX 156-A, FAYETTEVILLE, WV 25840, (304) 574-2025, ξξ-ξξFAYETTE COUNTY COUNTY, Public, PK,4,,
540123000956, GHENT ELEMENTARY, PO BOX 350, GHENT, WV 25843, (304) 787-3631, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540123000961, LIBERTY HIGH SCHOOL, PO BOX 265, GLEN DANIEL, WV 25844, (304) 934-5306, ξξ-ξξRALEIGH COUNTY COUNTY, Public,9,12,,
540123000990, TRAP HILL MIDDLE SCHOOL, 665 COAL RIVER ROAD, GLEN DANIEL, WV 25844, (304) 934-5392, ξξ-ξξRALEIGH COUNTY COUNTY, Public,6,8,,
540165001196, GLEN FORK ELEMENTARY & MIDDLE SCHOOLPO B, OX 450, GLEN FORK, WV 25845, (304) 682-6423, ξξ-ξξWYOMING COUNTY COUNTY, Public, PK,8,,
540030000191, MIDLAND TRAIL HIGH, PO BOX 89, HICO, WV 25854, (304) 658-5184, ξξ-ξξFAYETTE COUNTY COUNTY, Public,9,12,,
540123000960, LESTER ELEMENTARY, BOX 727, LESTER, WV 25865, (304) 934-5885, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540030000175, DIVIDE ELEMENTARY, PO BOX 180, LOOKOUT, WV 25868, (304) 574-1443, ξξ-ξξFAYETTE COUNTY COUNTY, Public, KG,4,,
540030000197, NUTTALL MIDDLE SCHOOL, PO BOX 130, LOOKOUT, WV 25868, (304) 574-0429, ξξ-ξξFAYETTE COUNTY COUNTY, Public,5,8,,
540123000963, MABSCOTT ELEMENTARY, BOX 174, MABSCOTT, WV 25871, (304) 256-4595, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
A9904463, MABSCOTT CHRISTIAN ACADEMY, PO BOX 563, MABSCOTT, WV 25871, (304) 252-6585, ξξ-ξξRALEIGH COUNTY, Private,2,10,,
540123000957, HOLLYWOOD ELEMENTARY, PO BOX 7, MACARTHUR, WV 25873, (304) 256-4579, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540123000941, BRADLEY ELEMENTARY SCHOOL, 210 BRADLEY SCHOOL ROAD, MT HOPE, WV 25880, (304) 256-4605, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540051101482, GENE SPARADO REGIONAL JUVENILE CENTER, 106 MARTIN DRIVE, MOUNT HOPE, WV 25880, (304) 877-6904, ξξ-ξξFAYETTE COUNTY COUNTY, Public,6,12,,
540030000194, MOUNT HOPE ELEMENTARY, 408 LINCOLN STREET, MOUNT HOPE, WV 25880, (304) 877-2891, ξξ-ξξFAYETTE COUNTY COUNTY, Public, PK,4,,
540030000195, MOUNT HOPE HIGH SCHOOL, 110 HIGH SCHOOL DRIVE, MOUNT HOPE, WV 25880, (304) 877-2121, ξξ-ξξFAYETTE COUNTY COUNTY, Public,5,12,,
540165001209, MULLENS ELEMENTARY SCHOOL, 2107 CALORIC ROAD, MULLENS, WV 25882, (304) 294-5252, ξξ-ξξWYOMING COUNTY COUNTY, Public, PK,4,,
540165001211, MULLENS MIDDLE SCHOOL, 801 MORAN AVENUE, MULLENS, WV 25882, (304) 294-5757, ξξ-ξξWYOMING COUNTY COUNTY, Public,5,8,,
A0702435, SONLIGHT CHRISTIAN ACADEMY, PO BOX 81, MULLENS, WV 25882, (304) 294-4595, ξξ-ξξWYOMING COUNTY, Private, PK,5,,
540030000172, COLLINS MIDDLE, 601 JONES AVENUE, OAK HILL, WV 25901, (304) 469-3711, ξξ-ξξFAYETTE COUNTY COUNTY, Public,5,8,,
540030001380, FAYETTE INSTITUTE OF TECHNOLOGY, 300 WEST OYLER AVENUE, OAK HILL, WV 25901, (304) 469-2911, ξξ-ξξFAYETTE COUNTY COUNTY, Public, PK,12,,
540030001475, NEW RIVER ELEMENTARY, 262 OYLER AVENUE, OAK HILL, WV 25901, (304) 465-3806, ξξ-ξξFAYETTE COUNTY COUNTY, Public, PK,4,,
540030000200, OAK HILL HIGH, 350 WEST OYLER AVENUE, OAK HILL, WV 25901, (304) 469-3551, ξξ-ξξFAYETTE COUNTY COUNTY, Public,9,12,,
540030000205, ROSEDALE ELEMENTARY, 4001 SUMMERLEE RD, OAK HILL, WV 25901, (304) 469-6661, ξξ-ξξFAYETTE COUNTY COUNTY, Public, PK,4,,
2067391, MOUNTAIN VIEW CHRISTIAN SCHOOL, PO BOX 1246 DRAWER B, OAK HILL, WV 25901, (304) 465-0502, ξξ-ξξFAYETTE COUNTY, Private, PK,12,,
1489483, SS PETER & PAUL CATHOLIC SCHOOL123 , ELMORE ST, OAK HILL, WV 25901, (304) 465-5045, ξξ-ξξFAYETTE COUNTY, Private, PK,8,,
1489767, GREATER BECKLEY CHRISTIAN SCHOOL, PO BOX 670, PROSPERITY, WV 25909, (304) 255-1571, ξξ-ξξRALEIGH COUNTY, Private, PK,12,,
540123000979, SHADY SPRING ELEMENTARY, PO BOX 2009, SHADY SPRING, WV 25918, (304) 256-4633, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540123000980, SHADY SPRING HIGH, PO BOX 2001, SHADY SPRING, WV 25918, (304) 256-4647, ξξ-ξξRALEIGH COUNTY COUNTY, Public,9,12,,
540123000981, SHADY SPRING MIDDLE SCHOOL, 500 FLAT TOP ROAD, SHADY SPRING, WV 25918, (304) 256-4570, ξξ-ξξRALEIGH COUNTY COUNTY, Public,6,8,,
540123000779, INDEPENDENCE MIDDLE SCHOOL, PO BOX 1171, SOPHIA, WV 25921, (304) 683-4542, ξξ-ξξRALEIGH COUNTY COUNTY, Public,6,8,,
540123000983, SOPHIA-SOAK CREEK ELEMENTARY, PO BOX 487, SOPHIA, WV 25921, (304) 683-4541, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
A9904462, HOUSE OF PRAYER CHRISTIAN ACADEMY, PO BOX 997, SOPHIA, WV 25921, (304) 683-9715, ξξ-ξξRALEIGH COUNTY, Private, KG,12,,
A0303342, SOPHIA CHRISTIAN ACADEMY, PO BOX 1285, SOPHIA, WV 25921, (304) 683-3227, ξξ-ξξRALEIGH COUNTY, Private, PK,1,,
540084000705, SPANISHBURG SCHOOL, 8544 BECKLEY ROAD, SPANISHBURG, WV 25922, (304) 425-5854, ξξ-ξξMERCER COUNTY COUNTY, Public, PK,8,,
540123000985, STANAFORD ELEMENTARY, BOX 19, STANAFORD, WV 25927, (304) 256-4626, ξξ-ξξRALEIGH COUNTY COUNTY, Public, PK,5,,
540135001306, HINTON AREA ELEMENTARY SCHOOL, 121 PARK AVENUE, HINTON, WV 25951, (304) 466-6024, ξξ-ξξSUMMERS COUNTY COUNTY, Public, PK,5,,
540135000787, SUMMERS COUNTY HIGH SCHOOL, ONE BOBCAT DRIVE, HINTON, WV 25951, (304) 466-6040, ξξ-ξξSUMMERS COUNTY COUNTY, Public,9,12,,
540135000785, SUMMERS MIDDLE SCHOOL, 400 TEMPLE ST, HINTON, WV 25951, (304) 466-6030, ξξ-ξξSUMMERS COUNTY COUNTY, Public,6,8,,
540039000232, GREENBRIER WEST HIGH SCHOOL, 1 CAVALIER DRIVE, CHARMCO, WV 25958, (304) 438-6191, ξξ-ξξGREENBRIER COUNTY COUNTY, Public,9,12,,
540039000237, RAINELLE ELEMENTARY, 701 KANAWHA AVENUE, RAINELLE, WV 25962, (304) 438-8861, ξξ-ξξGREENBRIER COUNTY COUNTY, Public, PK,5,,
1925615, RAINELLE CHRISTIAN ACADEMY, PO BOX 784, RAINELLE, WV 25962, (304) 438-8874, ξξ-ξξGREENBRIER COUNTY, Private, PK,12,,
540135001042, JUMPING BRANCH ELEMENTARY SCHOOL, P O  BOX 9, JUMPING BRANCH, WV 25969, (304) 466-6025, ξξ-ξξSUMMERS COUNTY COUNTY, Public, PK,5,,
540084000707, SUN VALLEY ELEMENTARY SCHOOL, P.O. BOX 10, LERONA, WV 25971, (304) 384-7441, ξξ-ξξMERCER COUNTY COUNTY, Public, KG,5,,
540030000189, MEADOW BRIDGE ELEMENTARY, 2725 MAIN STREET, MEADOW BRIDGE, WV 25976, (304) 484-7914, ξξ-ξξFAYETTE COUNTY COUNTY, Public, KG,6,,
540030000190, MEADOW BRIDGE HIGH, 2775 MAIN STREET, MEADOW BRIDGE, WV 25976, (304) 484-7917, ξξ-ξξFAYETTE COUNTY COUNTY, Public,7,12,,
2067813, PIPESTEM CHRISTIAN ACADEMY, PO BOX 49, PIPESTEM, WV 25979, (304) 466-2413, ξξ-ξξSUMMERS COUNTY, Private, KG,12,,
540039000227, CRICHTON ELEMENTARY, PO BOX 205, QUINWOOD, WV 25981, (304) 438-6958, ξξ-ξξGREENBRIER COUNTY COUNTY, Public, PK,5,,
540039000240, RUPERT ELEMENTARY, PO DRAWER D, RUPERT, WV 25984, (304) 392-5235, ξξ-ξξGREENBRIER COUNTY COUNTY, Public, PK,5,,
540105000853, BETHLEHEM ELEMENTARY SCHOOL, 22 CHAPEL RD, WHEELING, WV 26003, (304) 243-0350, ξξ-ξξOHIO COUNTY COUNTY, Public, KG,5,,
540105000854, BRIDGE STREET MIDDLE SCHOOL, 19 JUNIOR AVE, WHEELING, WV 26003, (304) 243-0381, ξξ-ξξOHIO COUNTY COUNTY, Public,6,8,,
540105000857, ELM GROVE ELEMENTARY SCHOOL, RR 2 BOX 444, WHEELING, WV 26003, (304) 243-0363, ξξ-ξξOHIO COUNTY COUNTY, Public, PK,5,,
540075001474, HILLTOP ELEMENTARY SCHOOL, 2 RAM DRIVE, WHEELING, WV 26003, (304) 232-8640, ξξ-ξξMARSHALL COUNTY COUNTY, Public, PK,5,,
540105000861, MADISON ELEMENTARY SCHOOL, 91 ZANE ST, WHEELING, WV 26003, (304) 243-0366, ξξ-ξξOHIO COUNTY COUNTY, Public, PK,5,,
540051100967, NORTHERN REG. JUVENILE DETENTION CENTER, P.O. BOX 790, WHEELING, WV 26003, (304) 233-9506, ξξ-ξξOHIO COUNTY COUNTY, Public,7,12,,
540105000866, RITCHIE ELEMENTARY SCHOOL, 3700 WOOD ST, WHEELING, WV 26003, (304) 243-0372, ξξ-ξξOHIO COUNTY COUNTY, Public, PK,5,,
540075000604, SHERRARD JUNIOR HIGH SCHOOL, 1000 FAIRMONT PIKE, WHEELING, WV 26003, (304) 233-3331, ξξ-ξξMARSHALL COUNTY COUNTY, Public,6,8,,
540105000868, STEENROD ELEMENTARY SCHOOL, 100 CLARKS LN, WHEELING, WV 26003, (304) 243-0356, ξξ-ξξOHIO COUNTY COUNTY, Public, PK,5,,
540105000869, TRIADELPHIA MIDDLE SCHOOL, 1636 NATIONAL RD, WHEELING, WV 26003, (304) 243-0387, ξξ-ξξOHIO COUNTY COUNTY, Public,6,8,,
