360008005528, HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS, 15 PENN PLAZA #15, NEW YORK, NY 10001, (646) 812-9399, ξξ-ξξNEW YORK COUNTY COUNTY, Public,5,12,,
362352003284, PORT JERVIS MIDDLE SCHOOL, 118 E MAIN ST, PORT JERVIS, NY 12771, (845) 858-3148, ξξ-ξξORANGE COUNTY COUNTY, Public,7,8,,
362352003286, PORT JERVIS SENIOR HIGH SCHOOL, 10 RT 209, PORT JERVIS, NY 12771, (845) 858-3100, ξξ-ξξORANGE COUNTY COUNTY, Public,9,12,,
AA000197, CALVARY CHRISTIAN SCHOOL, 41 ROUTE 209, PORT JERVIS, NY 12771, (845) 856-1620, ξξ-ξξORANGE COUNTY, Private,9,12,,
362502003466, ROSCOE CENTRAL SCHOOL, PO BOX 429, ROSCOE, NY 12776, (607) 498-4126, ξξ-ξξSULLIVAN COUNTY COUNTY, Public, PK,12,,
361974001807, EMMA C CHASE SCHOOL, PO BOX 489, WURTSBORO, NY 12790, (845) 888-2471, ξξ-ξξSULLIVAN COUNTY COUNTY, Public, KG,5,,
360231000002, ABRAHAM WING SCHOOL, 120 LAWRENCE ST, GLENS FALLS, NY 12801, (518) 792-3231, ξξ-ξξWARREN COUNTY COUNTY, Public, KG,6,,
361224000978, BIG CROSS STREET SCHOOL, 15 BIG CROSS ST, GLENS FALLS, NY 12801, (518) 792-2619, ξξ-ξξWARREN COUNTY COUNTY, Public, KG,5,,
361224000980, GLENS FALLS MIDDLE SCHOOL, 20 QUADE ST, GLENS FALLS, NY 12801, (518) 793-3418, ξξ-ξξWARREN COUNTY COUNTY, Public,6,8,,
361224000981, GLENS FALLS SENIOR HIGH SCHOOL, 10 QUADE ST, GLENS FALLS, NY 12801, (518) 792-6564, ξξ-ξξWARREN COUNTY COUNTY, Public,9,12,,
361224000982, JACKSON HEIGHTS SCHOOL, 24 JACKSON AVE, GLENS FALLS, NY 12801, (518) 792-1071, ξξ-ξξWARREN COUNTY COUNTY, Public, KG,5,,
361224000983, KENSINGTON ROAD SCHOOL, 45 KENSINGTON RD, GLENS FALLS, NY 12801, (518) 793-5151, ξξ-ξξWARREN COUNTY COUNTY, Public, KG,5,,
361224000984, SANFORD STREET SCHOOL, 10 SANFORD ST, GLENS FALLS, NY 12801, (518) 793-5653, ξξ-ξξWARREN COUNTY COUNTY, Public, PK,5,,
923732, SS MARY-ALPHONSUS CATHOLIC SCHOOL, 10-12 CHURCH ST, GLENS FALLS, NY 12801, (518) 792-3178, ξξ-ξξWARREN COUNTY, Private, PK,8,,
362724003715, HARRISON AVENUE ELEMENTARY SCHOOL, 76 HARRISON AVE, SOUTH GLENS FALLS, NY 12803, (518) 793-9048, ξξ-ξξSARATOGA COUNTY COUNTY, Public, KG,5,,
362724003716, MOREAU ELEMENTARY SCHOOL, 76 BLUEBIRD RD, SOUTH GLENS FALLS, NY 12803, (518) 793-9644, ξξ-ξξSARATOGA COUNTY COUNTY, Public, KG,5,,
362724003717, OLIVER W WINCH MIDDLE SCHOOL, 99 HUDSON ST, SOUTH GLENS FALLS, NY 12803, (518) 792-5891, ξξ-ξξSARATOGA COUNTY COUNTY, Public,6,8,,
362724003718, SOUTH GLENS FALLS SENIOR HIGH SCHOOL, 42 MERRITT RD, SOUTH GLENS FALLS, NY 12803, (518) 792-9987, ξξ-ξξSARATOGA COUNTY COUNTY, Public,9,12,,
362724003719, TANGLEWOOD ELEMENTARY SCHOOL, 60 TANGLEWOOD DR, SOUTH GLENS FALLS, NY 12803, (518) 793-5631, ξξ-ξξSARATOGA COUNTY COUNTY, Public, KG,5,,
362403003316, QUEENSBURY ELEMENTARY SCHOOL, 431 AVIATION RD, QUEENSBURY, NY 12804, (518) 824-1604, ξξ-ξξWARREN COUNTY COUNTY, Public, KG,3,,
362403003317, QUEENSBURY MIDDLE SCHOOL, 455 AVIATION RD, QUEENSBURY, NY 12804, (518) 824-3610, ξξ-ξξWARREN COUNTY COUNTY, Public,6,8,,
362403003318, QUEENSBURY SENIOR HIGH SCHOOL, 409 AVIATION RD, QUEENSBURY, NY 12804, (518) 824-4626, ξξ-ξξWARREN COUNTY COUNTY, Public,9,12,,
362403003428, WILLIAM H BARTON INTERMEDIATE SCHOOL, 425 AVIATION RD, QUEENSBURY, NY 12804, (518) 824-2609, ξξ-ξξWARREN COUNTY COUNTY, Public,4,5,,
1905166, UCP OF THE TRI-COUNTIES/PROSPECT SCHOOL, 133 AVIATION RD, QUEENSBURY, NY 12804, (518) 798-0170, ξξ-ξξWARREN COUNTY, Private, Ungraded,Ungraded,,
360321004850, ARGYLE ELEMENTARY SCHOOL, 5023 STATE RT 40, ARGYLE, NY 12809, (518) 638-8243, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, KG,6,,
360321000083, ARGYLE JUNIOR/SENIOR HIGH SCHOOL, 5023 STATE RT 40, ARGYLE, NY 12809, (518) 638-8243, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,7,12,,
360501000240, BOLTON CENTRAL SCHOOL, PO BOX 120, BOLTON LANDING, NY 12814, (518) 644-2400, ξξ-ξξWARREN COUNTY COUNTY, Public, PK,12,,
360621000400, CAMBRIDGE ELEMENTARY SCHOOL, 24 S PARK ST, CAMBRIDGE, NY 12816, (518) 677-8527, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, PK,6,,
360621000401, CAMBRIDGE JUNIOR-SENIOR HIGH SCHOOL, 24 S PARK ST, CAMBRIDGE, NY 12816, (518) 677-8527, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,7,12,,
361696001508, NORTH WARREN CENTRAL SCHOOL, 6110 STATE RT 8, CHESTERTOWN, NY 12817, (518) 494-3015, ξξ-ξξWARREN COUNTY COUNTY, Public, PK,12,,
360837002644, CORINTH ELEMENTARY SCHOOL, 105 OAK ST, CORINTH, NY 12822, (518) 654-2960, ξξ-ξξSARATOGA COUNTY COUNTY, Public, PK,4,,
360837000618, CORINTH HIGH SCHOOL, 105 OAK ST, CORINTH, NY 12822, (518) 654-9005, ξξ-ξξSARATOGA COUNTY COUNTY, Public,9,12,,
360837002624, CORINTH MIDDLE SCHOOL, 105 OAK ST, CORINTH, NY 12822, (518) 654-9005, ξξ-ξξSARATOGA COUNTY COUNTY, Public,5,8,,
361128000891, FORT ANN CENTRAL SCHOOL, PO BOX 467, FORT ANN, NY 12827, (518) 639-5594, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, PK,12,,
361131000893, FORT EDWARD SCHOOL, 220 BROADWAY, FORT EDWARD, NY 12828, (518) 747-4594, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, PK,12,,
368094004663, WASHINGTON-SARATOGA-WARREN-HAMILTON-ESSEX BOCES, 1153 BURGOYNE AVE STE 2, FORT EDWARD, NY 12828, (518) 746-3310, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, N ,N ,,
A0902426, WILTON BAPTIST ACADEMY, 755 ROUTE 9, WILTON, NY 12831, (518) 583-2736, ξξ-ξξSARATOGA COUNTY, Private, PK,12,,
361245001010, GRANVILLE ELEMENTARY SCHOOL, 61 QUAKER ST, GRANVILLE, NY 12832, (518) 642-1051, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,3,6,,
361245001011, GRANVILLE JUNIOR-SENIOR HIGH SCHOOL, 58 QUAKER ST, GRANVILLE, NY 12832, (518) 642-1051, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,7,12,,
362577003540, GREENFIELD ELEMENTARY SCHOOL, 3180 RT 9N, GREENFIELD CENTER, NY 12833, (518) 893-7402, ξξ-ξξSARATOGA COUNTY COUNTY, Public, KG,5,,
361290001057, GREENWICH ELEMENTARY SCHOOL, 10 GRAY AVE, GREENWICH, NY 12834, (518) 692-9542, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, KG,6,,
361290001058, GREENWICH JUNIOR-SENIOR HIGH SCHOOL, 10 GRAY AVE, GREENWICH, NY 12834, (518) 692-9542, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,7,12,,
A0107407, THE ADIRONDACK SCHOOL OF NORTHEASTERN NY, 5158 COUNTY ROUTE 113, GREENWICH, NY 12834, (518) 695-5294, ξξ-ξξWASHINGTON COUNTY, Private,7,12,,
361383001129, HARTFORD CENTRAL SCHOOL, PO BOX 79, HARTFORD, NY 12838, (518) 632-5923, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, PK,12,,
361497001254, HUDSON FALLS HIGH SCHOOL, 80 E LABARGE ST, HUDSON FALLS, NY 12839, (518) 747-2121, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,9,12,,
361497001255, HUDSON FALLS INTERMEDIATE SCHOOL, 159 MAPLE ST, HUDSON FALLS, NY 12839, (518) 747-2121, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,4,5,,
361497001253, HUDSON FALLS MIDDLE SCHOOL, 131 NOTRE DAME ST, HUDSON FALLS, NY 12839, (518) 747-2121, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,6,8,,
361497001252, HUDSON FALLS PRIMARY SCHOOL, 47 VAUGHN RD, HUDSON FALLS, NY 12839, (518) 747-2121, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,1,3,,
361497001256, MARGARET MURPHY KINDERGARTEN CENTER, 2 CLARK ST, HUDSON FALLS, NY 12839, (518) 747-2121, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, PK,KG,,
A9104833, GREATER GLENS FALLS CHRISTIAN ACADEMY, 1 1/2 WEST ST, HUDSON FALLS, NY 12839, (518) 747-5830, ξξ-ξξWASHINGTON COUNTY, Private,8,8,,
943974, KINGSBURY SDA SCHOOL, 3991 STATE ROUTE 4, HUDSON FALLS, NY 12839, (518) 747-4424, ξξ-ξξWASHINGTON COUNTY, Private,3,8,,
361527001285, INDIAN LAKE CENTRAL SCHOOL, 28 W MAIN ST, INDIAN LAKE, NY 12842, (518) 648-5024, ξξ-ξξHAMILTON COUNTY COUNTY, Public, PK,12,,
361647001457, LAKE GEORGE ELEMENTARY SCHOOL, 69 SUN VALLEY DR, LAKE GEORGE, NY 12845, (518) 668-5714, ξξ-ξξWARREN COUNTY COUNTY, Public, KG,6,,
361647001458, LAKE GEORGE JUNIOR-SENIOR HIGH SCHOOL, 381 CANADA ST, LAKE GEORGE, NY 12845, (518) 668-5452, ξξ-ξξWARREN COUNTY COUNTY, Public,7,12,,
361311001074, HADLEY-LUZERNE ELEMENTARY SCHOOL, PO BOX 200, LAKE LUZERNE, NY 12846, (518) 696-2112, ξξ-ξξWARREN COUNTY COUNTY, Public, PK,2,,
361311001075, HADLEY-LUZERNE HIGH SCHOOL, PO BOX 200, LAKE LUZERNE, NY 12846, (518) 696-2112, ξξ-ξξWARREN COUNTY COUNTY, Public,9,12,,
361311001076, STUART M TOWNSEND MIDDLE SCHOOL, PO BOX 200, LAKE LUZERNE, NY 12846, (518) 696-2378, ξξ-ξξWARREN COUNTY COUNTY, Public,3,8,,
361776001601, LONG LAKE CENTRAL SCHOOL, PO BOX 217, LONG LAKE, NY 12847, (518) 624-2147, ξξ-ξξHAMILTON COUNTY COUNTY, Public, PK,12,,
361245001012, MARY J TANNER PRIMARY SCHOOL, PO BOX 200, MIDDLE GRANVILLE, NY 12849, (518) 642-1051, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, PK,2,,
362073002918, NEWCOMB CENTRAL SCHOOL, 5535 RT 28N, NEWCOMB, NY 12852, (518) 582-3341, ξξ-ξξESSEX COUNTY COUNTY, Public, PK,12,,
361587001372, JOHNSBURG CENTRAL SCHOOL, PO BOX 380, NORTH CREEK, NY 12853, (518) 251-3504, ξξ-ξξWARREN COUNTY COUNTY, Public, PK,12,,
2048459, TRUTHVILLE CHRISTIAN ACADEMY, PO BOX 157, NORTH GRANVILLE, NY 12854, (518) 642-2517, ξξ-ξξWASHINGTON COUNTY, Private, KG,12,,
361953001782, MINERVA CENTRAL SCHOOL, PO BOX 39, OLMSTEDVILLE, NY 12857, (518) 251-2000, ξξ-ξξESSEX COUNTY COUNTY, Public, PK,12,,
362397003313, PUTNAM CENTRAL SCHOOL, PO BOX 91, PUTNAM STATION, NY 12861, (518) 547-8266, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, PK,6,,
362547004619, SALEM ELEMENTARY SCHOOL, PO BOX 517, SALEM, NY 12865, (518) 854-9505, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, KG,6,,
362547003521, SALEM HIGH SCHOOL, PO BOX 517, SALEM, NY 12865, (518) 854-7600, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,7,12,,
362724003714, BALLARD ELEMENTARY SCHOOL, 300 BALLARD ROAD, WILTON, NY 12866, (518) 587-0600, ξξ-ξξSARATOGA COUNTY COUNTY, Public, KG,5,,
362577003536, CAROLINE STREET ELEMENTARY SCHOOL, 310 CAROLINE ST, SARATOGA SPRINGS, NY 12866, (518) 584-7612, ξξ-ξξSARATOGA COUNTY COUNTY, Public, KG,5,,
362577003537, DIVISION STREET ELEMENTARY SCHOOL, 220 DIVISION ST, SARATOGA SPRINGS, NY 12866, (518) 583-4794, ξξ-ξξSARATOGA COUNTY COUNTY, Public, KG,5,,
362577003538, DOROTHY NOLAN ELEMENTARY SCHOOL, 221 JONES RD, SARATOGA SPRINGS, NY 12866, (518) 584-7383, ξξ-ξξSARATOGA COUNTY COUNTY, Public, KG,5,,
362577003539, GEYSER ROAD ELEMENTARY SCHOOL, 61 GEYSER RD, SARATOGA SPRINGS, NY 12866, (518) 584-7699, ξξ-ξξSARATOGA COUNTY COUNTY, Public, KG,5,,
362577003541, LAKE AVENUE ELEMENTARY SCHOOL, 126 LAKE AVE, SARATOGA SPRINGS, NY 12866, (518) 584-3678, ξξ-ξξSARATOGA COUNTY COUNTY, Public, KG,5,,
362577000269, MAPLE AVENUE MIDDLE SCHOOL, 515 MAPLE AVE, SARATOGA SPRINGS, NY 12866, (518) 587-4551, ξξ-ξξSARATOGA COUNTY COUNTY, Public,6,8,,
362577003543, SARATOGA SPRINGS HIGH SCHOOL, 1 BLUE STREAK BLVD, SARATOGA SPRINGS, NY 12866, (518) 587-6690, ξξ-ξξSARATOGA COUNTY COUNTY, Public,9,12,,
923415, SARATOGA CENTRAL CATHOLIC HIGH SCHOOL, 247 BROADWAY, SARATOGA SPRINGS, NY 12866, (518) 587-7070, ξξ-ξξSARATOGA COUNTY, Private,6,12,,
A9303786, SARATOGA INDEPENDENT SCHOOL, 459 LAKE AVE, SARATOGA SPRINGS, NY 12866, (518) 583-0841, ξξ-ξξSARATOGA COUNTY, Private, PK,5,,
923404, ST CLEMENTS REGIONAL CATHOLIC SCHOOL, 231 LAKE AVE, SARATOGA SPRINGS, NY 12866, (518) 584-7350, ξξ-ξξSARATOGA COUNTY, Private, PK,5,,
A0302321, WALDORF SCHOOL OF SARATOGA SPRINGS, 122 REGENT ST, SARATOGA SPRINGS, NY 12866, (518) 584-7643, ξξ-ξξSARATOGA COUNTY, Private, PK,12,,
362613003599, SCHROON LAKE CENTRAL SCHOOL, PO BOX 338, SCHROON LAKE, NY 12870, (518) 532-7164, ξξ-ξξESSEX COUNTY COUNTY, Public, KG,12,,
1903431, MOUNTAINSIDE CHRISTIAN ACADEMY, 165 US ROUTE 9, SCHROON LAKE, NY 12870, (518) 532-7128, ξξ-ξξESSEX COUNTY, Private, PK,12,,
362616003600, SCHUYLERVILLE ELEMENTARY SCHOOL, 14 SPRING ST, SCHUYLERVILLE, NY 12871, (518) 695-3255, ξξ-ξξSARATOGA COUNTY COUNTY, Public, KG,6,,
362616003602, SCHUYLERVILLE JUNIOR-SENIOR HIGH SCHOOL, 14 SPRING ST, SCHUYLERVILLE, NY 12871, (518) 695-3255, ξξ-ξξSARATOGA COUNTY COUNTY, Public,7,12,,
362868003893, TICONDEROGA ELEMENTARY SCHOOL, 116 ALEXANDRIA AVE, TICONDEROGA, NY 12883, (518) 585-7437, ξξ-ξξESSEX COUNTY COUNTY, Public, PK,5,,
362868003894, TICONDEROGA MIDDLE SCHOOL, 116 ALEXANDRIA AVE, TICONDEROGA, NY 12883, (518) 585-7442, ξξ-ξξESSEX COUNTY COUNTY, Public,6,8,,
362868003895, TICONDEROGA SENIOR HIGH SCHOOL, 5 CALKINS PL, TICONDEROGA, NY 12883, (518) 585-6661, ξξ-ξξESSEX COUNTY COUNTY, Public,9,12,,
929064, ST MARY'S SCHOOL, 64 AMHERST AVE, TICONDEROGA, NY 12883, (518) 585-7433, ξξ-ξξESSEX COUNTY, Private, KG,8,,
362991004027, WARRENSBURG ELEMENTARY SCHOOL, 1 JAMES ST, WARRENSBURG, NY 12885, (518) 623-9747, ξξ-ξξWARREN COUNTY COUNTY, Public, PK,6,,
362991004028, WARRENSBURG JUNIOR-SENIOR HIGH SCHOOL, 103 SCHROON RIVER RD, WARRENSBURG, NY 12885, (518) 623-2862, ξξ-ξξWARREN COUNTY COUNTY, Public,7,12,,
363129004189, WHITEHALL ELEMENTARY SCHOOL, PO BOX 29, WHITEHALL, NY 12887, (518) 499-0330, ξξ-ξξWASHINGTON COUNTY COUNTY, Public, PK,6,,
363129004190, WHITEHALL JUNIOR-SENIOR HIGH SCHOOL, PO BOX 29, WHITEHALL, NY 12887, (518) 499-1770, ξξ-ξξWASHINGTON COUNTY COUNTY, Public,7,12,,
362328003260, ARTHUR P MOMOT ELEMENTARY SCHOOL, 60 MONTY ST, PLATTSBURGH, NY 12901, (518) 563-1140, ξξ-ξξCLINTON COUNTY COUNTY, Public, PK,5,,
362328003258, BAILEY AVENUE SCHOOL, 50 BAILEY AVE, PLATTSBURGH, NY 12901, (518) 563-2410, ξξ-ξξCLINTON COUNTY COUNTY, Public, PK,2,,
368022004628, CLINTON-ESSEX-WARREN-WASHINGTON BOCES, PO BOX 455, PLATTSBURGH, NY 12901, (518) 536-7340, ξξ-ξξCLINTON COUNTY COUNTY, Public, N ,N ,,
362328003261, OAK STREET SCHOOL, 108 OAK ST, PLATTSBURGH, NY 12901, (518) 563-4950, ξξ-ξξCLINTON COUNTY COUNTY, Public,3,5,,
362328003263, PLATTSBURGH SENIOR HIGH SCHOOL, 1 CLIFFORD DR, PLATTSBURGH, NY 12901, (518) 561-7500, ξξ-ξξCLINTON COUNTY COUNTY, Public,9,12,,
362328003262, STAFFORD MIDDLE SCHOOL, 15 BROAD ST, PLATTSBURGH, NY 12901, (518) 563-6800, ξξ-ξξCLINTON COUNTY COUNTY, Public,6,8,,
1903282, LAKESHORE CHRISTIAN SCHOOL, 4635 ROUTE 9, PLATTSBURGH, NY 12901, (518) 563-4098, ξξ-ξξCLINTON COUNTY, Private, PK,11,,
1903293, NEW LIFE CHRISTIAN ACADEMY, 164 PROSPECT AVE, PLATTSBURGH, NY 12901, (518) 563-2842, ξξ-ξξCLINTON COUNTY, Private, PK,11,,
A0701693, SETON ACADEMY, 23 ST CHARLES ST, PLATTSBURGH, NY 12901, (518) 825-7386, ξξ-ξξCLINTON COUNTY, Private, PK,6,,
928956, SETON CATHOLIC CENTRAL, 206 NEW YORK RD, PLATTSBURGH, NY 12903, (518) 561-4031, ξξ-ξξCLINTON COUNTY, Private,7,12,,
361617001395, AUSABLE FORKS ELEMENTARY SCHOOL, PO BOX V, AU SABLE FORKS, NY 12912, (518) 647-5503, ξξ-ξξESSEX COUNTY COUNTY, Public, KG,6,,
928774, HOLY NAME ELEMENTARY SCHOOL, PO BOX 658, AU SABLE FORKS, NY 12912, (518) 647-8444, ξξ-ξξESSEX COUNTY, Private, PK,6,,
360582000293, BRUSHTON GRADE SCHOOL, 758 COUNTY RT 7, BRUSHTON, NY 12916, (518) 529-7324, ξξ-ξξFRANKLIN COUNTY COUNTY, Public, PK,4,,
360582000294, BRUSHTON MOIRA HIGH SCHOOL, PO BOX 309, BRUSHTON, NY 12916, (518) 529-7342, ξξ-ξξFRANKLIN COUNTY COUNTY, Public,5,12,,
362125003018, NORTHEASTERN CLINTON MIDDLE SCHOOL, 103 RT 276, CHAMPLAIN, NY 12919, (518) 298-8681, ξξ-ξξCLINTON COUNTY COUNTY, Public,6,8,,
362125003019, NORTHEASTERN CLINTON SENIOR HIGH SCHOOL, 103 RT 276, CHAMPLAIN, NY 12919, (518) 298-8638, ξξ-ξξCLINTON COUNTY COUNTY, Public,9,12,,
928821, ST MARY'S ACADEMY, 1129 STATE ROUTE 9, CHAMPLAIN, NY 12919, (518) 298-3372, ξξ-ξξCLINTON COUNTY, Private, PK,6,,
360708000499, CHATEAUGAY ELEMENTARY SCHOOL, PO BOX 904, CHATEAUGAY, NY 12920, (518) 497-6290, ξξ-ξξFRANKLIN COUNTY COUNTY, Public, PK,6,,
360708000498, CHATEAUGAY HIGH SCHOOL, PO BOX 904, CHATEAUGAY, NY 12920, (518) 497-6611, ξξ-ξξFRANKLIN COUNTY COUNTY, Public,7,12,,
360717000506, CHAZY CENTRAL RURAL ELEMENTARY SCHOOL, 609 MINER FARM RD, CHAZY, NY 12921, (518) 846-7212, ξξ-ξξCLINTON COUNTY COUNTY, Public, KG,6,,
360717000507, CHAZY CENTRAL RURAL JUNIOR-SENIOR HIGH SCHOOL, 609 MINER FARM RD, CHAZY, NY 12921, (518) 846-7135, ξξ-ξξCLINTON COUNTY COUNTY, Public,7,12,,
361617001396, AUSABLE VALLEY HIGH SCHOOL, 1490 RT 9N, CLINTONVILLE, NY 12924, (518) 834-2800, ξξ-ξξCLINTON COUNTY COUNTY, Public,9,12,,
361617004948, AUSABLE VALLEY MIDDLE SCHOOL, 1490 RT 9N, CLINTONVILLE, NY 12924, (518) 834-2800, ξξ-ξξCLINTON COUNTY COUNTY, Public,7,8,,
360861000661, CROWN POINT CENTRAL SCHOOL, PO BOX 35, CROWN POINT, NY 12928, (518) 597-3285, ξξ-ξξESSEX COUNTY COUNTY, Public, PK,12,,
361044000804, ELIZABETHTOWN-LEWIS CENTRAL SCHOOL, PO BOX 158, ELIZABETHTOWN, NY 12932, (518) 873-6371, ξξ-ξξESSEX COUNTY COUNTY, Public, KG,12,,
362126004489, NORTHERN ADIRONDACK ELEMENTARY SCHOOL, PO BOX 164, ELLENBURG DEPOT, NY 12935, (518) 594-3986, ξξ-ξξCLINTON COUNTY COUNTY, Public, KG,5,,
362126003024, NORTHERN ADIRONDACK MIDDLE/HIGH SCHOOL, PO BOX 164, ELLENBURG DEPOT, NY 12935, (518) 594-3962, ξξ-ξξCLINTON COUNTY COUNTY, Public,6,12,,
362550003522, SALMON RIVER ELEMENTARY SCHOOL, 637 COUNTY RT 1, FORT COVINGTON, NY 12937, (518) 358-6670, ξξ-ξξFRANKLIN COUNTY COUNTY, Public, PK,6,,
362550003524, SALMON RIVER JUNIOR-SENIOR HIGH SCHOOL, 637 COUNTY RT 1, FORT COVINGTON, NY 12937, (518) 358-6620, ξξ-ξξFRANKLIN COUNTY COUNTY, Public,7,12,,
361614001394, KEENE CENTRAL SCHOOL, PO BOX 67, KEENE VALLEY, NY 12943, (518) 576-4555, ξξ-ξξESSEX COUNTY COUNTY, Public, KG,12,,
361617001397, KEESVILLE PRIMARY SCHOOL, 1825 RT 22, KEESEVILLE, NY 12944, (518) 834-2839, ξξ-ξξCLINTON COUNTY COUNTY, Public, KG,6,,
361650001459, LAKE PLACID ELEMENTARY SCHOOL, 318 OLD MILITARY RD, LAKE PLACID, NY 12946, (518) 523-3640, ξξ-ξξESSEX COUNTY COUNTY, Public, KG,5,,
361650001460, LAKE PLACID JUNIOR-SENIOR HIGH SCHOOL, 34 SCHOOL ST, LAKE PLACID, NY 12946, (518) 523-2474, ξξ-ξξESSEX COUNTY COUNTY, Public,6,12,,
A0302267, MOUNTAIN LAKE ACADEMY, 386 RIVER RD, LAKE PLACID, NY 12946, (518) 523-4300, ξξ-ξξESSEX COUNTY, Private,6,10,,
A9303763, NATIONAL SPORTS ACADEMY, 821 MIRROR LAKE DR, LAKE PLACID, NY 12946, (518) 523-3460, ξξ-ξξESSEX COUNTY, Private,8,12,,
939436, NORTH COUNTRY SCHOOL, 4382 CASCADE RD, LAKE PLACID, NY 12946, (518) 523-9329, ξξ-ξξESSEX COUNTY, Private,4,9,,
938953, NORTHWOOD SCHOOL, PO BOX 1070, LAKE PLACID, NY 12946, (518) 946-7004, ξξ-ξξESSEX COUNTY, Private,9,12,,
928865, ST AGNES SCHOOL, 2322 SARANAC AVE, LAKE PLACID, NY 12946, (518) 523-3771, ξξ-ξξESSEX COUNTY, Private, PK,5,,
361818001633, DAVIS ELEMENTARY SCHOOL, 183 WEBSTER ST, MALONE, NY 12953, (518) 483-7802, ξξ-ξξFRANKLIN COUNTY COUNTY, Public, PK,2,,
361818001634, FLANDERS ELEMENTARY SCHOOL, 524 E MAIN ST, MALONE, NY 12953, (518) 483-7803, ξξ-ξξFRANKLIN COUNTY COUNTY, Public,3,5,,
361818001635, FRANKLIN ACADEMY HIGH SCHOOL, 42 HUSKIE LN, MALONE, NY 12953, (518) 483-7807, ξξ-ξξFRANKLIN COUNTY COUNTY, Public,9,12,,
368034004633, FRANKLIN-ESSEX-HAMILTON BOCES, PO BOX 28, MALONE, NY 12953, (518) 483-6420, ξξ-ξξFRANKLIN COUNTY COUNTY, Public, N ,N ,,
361818001638, MALONE MIDDLE SCHOOL, 15 FRANCIS ST, MALONE, NY 12953, (518) 483-7801, ξξ-ξξFRANKLIN COUNTY COUNTY, Public,6,8,,
361818001639, SAINT JOSEPH'S ELEMENTARY SCHOOL, 99 ELM ST, MALONE, NY 12953, (518) 483-7806, ξξ-ξξFRANKLIN COUNTY COUNTY, Public,3,5,,
A9104858, HOLY FAMILY SCHOOL, 12 HOMESTEAD PARK, MALONE, NY 12953, (518) 483-4443, ξξ-ξξFRANKLIN COUNTY, Private, PK,8,,
362125003020, MOOERS ELEMENTARY SCHOOL, 16 SCHOOL ST, MOOERS, NY 12958, (518) 236-7373, ξξ-ξξCLINTON COUNTY COUNTY, Public, KG,5,,
A9702485, ST THERESE'S ACADEMY, PO BOX 128, NICHOLVILLE, NY 12965, (315) 328-4027, ξξ-ξξST. LAWRENCE COUNTY, Private, KG,8,,
362283003208, PERU INTERMEDIATE SCHOOL, PO BOX 68, PERU, NY 12972, (518) 643-6200, ξξ-ξξCLINTON COUNTY COUNTY, Public,3,5,,
362283004327, PERU MIDDLE SCHOOL, PO BOX 68, PERU, NY 12972, (518) 643-6300, ξξ-ξξCLINTON COUNTY COUNTY, Public,6,8,,
362283003209, PERU SENIOR HIGH SCHOOL, PO BOX 68, PERU, NY 12972, (518) 643-6400, ξξ-ξξCLINTON COUNTY COUNTY, Public,9,12,,
362283004422, PRIMARY BUILDING SCHOOL, PO BOX 68, PERU, NY 12972, (518) 643-6100, ξξ-ξξCLINTON COUNTY COUNTY, Public, KG,2,,
361983001814, MORIAH ELEMENTARY SCHOOL, 39 VIKING LN, PORT HENRY, NY 12974, (518) 546-3301, ξξ-ξξESSEX COUNTY COUNTY, Public, PK,6,,
361983001815, MORIAH JUNIOR-SENIOR HIGH SCHOOL, 39 VIKING LN, PORT HENRY, NY 12974, (518) 546-3301, ξξ-ξξESSEX COUNTY COUNTY, Public,7,12,,
362125003021, ROUSES POINT ELEMENTARY SCHOOL, 80 MAPLE ST, ROUSES POINT, NY 12979, (518) 297-7211, ξξ-ξξCLINTON COUNTY COUNTY, Public, KG,5,,
362799003793, SAINT REGIS FALLS CENTRAL SCHOOL, PO BOX 309, ST REGIS FALLS, NY 12980, (518) 856-9421, ξξ-ξξFRANKLIN COUNTY COUNTY, Public, PK,12,,
360000904666, MORRISONVILLE ELEMENTARY SCHOOL, PO BOX 8, SARANAC, NY 12981, (518) 565-5980, ξξ-ξξCLINTON COUNTY COUNTY, Public, KG,5,,
