420606005217, CLARION AREA EL SCH, 800 BOUNDARY ST, CLARION, PA 16214, (814) 226-8118, ξξ-ξξCLARION COUNTY COUNTY, Public, PK,6,,,
A0903195, ST GABRIELS HALL, PO BOX 7280, AUDUBON, PA 19407, (610) 666-7970, ξξ-ξξMONTGOMERY COUNTY, Private, Ungraded,Ungraded,,,
A9503517, FAIRVIEW VILLAGE ADVENTIST SCHOOL, PO BOX 360, FAIRVIEW VILLAGE, PA 19409, (610) 489-5960, ξξ-ξξMONTGOMERY COUNTY, Private,1,8,,,
420240006470, BLUE BELL EL SCH, 801 SYMPHONY LN, BLUE BELL, PA 19422, (215) 619-8102, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
420240003414, STONY CREEK EL SCH, 1721 YOST RD, BLUE BELL, PA 19422, (215) 619-8108, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
A9105537, CENTRE SQUARE MONTESSORI SCHOOLHOUSE, 1775 SKIPPACK PIKE, BLUE BELL, PA 19422, (610) 275-1775, ξξ-ξξMONTGOMERY COUNTY, Private, PK,2,,,
1196238, OAK LANE DAY SCHOOL, 137 STENTON AVE, BLUE BELL, PA 19422, (610) 825-1055, ξξ-ξξMONTGOMERY COUNTY, Private, PK,6,,,
A0701989, ST HELENA SCHOOL, 1499 DEKALB PIKE, BLUE BELL, PA 19422, (610) 279-3345, ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
420771001432, PICKERING VALLEY EL SCH, 121 BYERS RD, CHESTER SPRINGS, PA 19425, (610) 458-5324, ξξ-ξξCHESTER COUNTY COUNTY, Public, KG,5,,,
421827006812, WEST VINCENT EL SCH, 2750 CONESTOGA ROAD, CHESTER SPRINGS, PA 19425, (610) 469-5100, ξξ-ξξCHESTER COUNTY COUNTY, Public, KG,6,,,
BB081524, AIM ACADEMY, 1200 RIVER ROAD, CONSHOHOCKEN, PA 19425, (215) 483-2461, ξξ-ξξPHILADELPHIA COUNTY, Private,1,10,,,
AA890835, MONTGOMERY SCHOOL, 1141 ROUTE 113, CHESTER SPRINGS, PA 19425, (610) 827-7222, ξξ-ξξCHESTER COUNTY, Private, PK,8,,,
A0903204, ST MATTHEWS PRESCHOOL & KINDERGARTEN2440,  CONESTOGA RD, CHESTER SPRINGS, PA 19425, (610) 458-3381, ξξ-ξξCHESTER COUNTY, Private, PK,KG,,,
421425006845, ARROWHEAD EL SCH, 232 LEVEL RD, COLLEGEVILLE, PA 19426, (610) 489-5000, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,4,,,
421893000232, EVERGREEN EL SCH, 98 KAGEY RD, COLLEGEVILLE, PA 19426, (610) 409-9751, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
421893003328, PERKIOMEN VALLEY HS, 509 GRAVEL RD, COLLEGEVILLE, PA 19426, (610) 489-1230, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,9,12,,,
421893003326, PERKIOMEN VALLEY MS-EAST, 100 KAGEY RD, COLLEGEVILLE, PA 19426, (610) 409-8580, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,6,8,,,
421893000382, SKIPPACK EL SCH, 4081 HECKLER RD, COLLEGEVILLE, PA 19426, (610) 409-6060, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
421893003327, SOUTH EL SCH, 200 E 3RD AVE, TRAPPE, PA 19426, (610) 489-2991, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
A0701881, BRIGHT SPOT CHILD CARE, PO BOX 26802, COLLEGEVILLE, PA 19426, (610) 489-1818, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
A0902789, CHILDRENS SCHOOLHOUSE OF COLLEGEVILLE, 532 E MAIN ST, COLLEGEVILLE, PA 19426, (610) 585-1873, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
A0701919, FLANAGAN'S PRESCHOOL, 2 IRON BRIDGE DR, COLLEGEVILLE, PA 19426, (610) 454-7868, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
A0902967, KIDDIE ACADEMY OF COLLEGEVILLE, 301 WARTMAN RD, COLLEGEVILLE, PA 19426, (610) 831-1141, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
1184696, ST ELEANOR ELEMENTARY SCHOOL, 701 LOCUST ST, COLLEGEVILLE, PA 19426, (610) 489-9434, ξξ-ξξMONTGOMERY COUNTY, Private, KG,8,,,
A9303996, VALLEY FORGE BAPTIST ACADEMY, 616 S TRAPPE RD, COLLEGEVILLE, PA 19426, (610) 792-1884, ξξ-ξξMONTGOMERY COUNTY, Private, PK,12,,,
421947003261, CONSHOHOCKEN EL SCH, 3RD AVENUE & HARRY STREET, CONSHOHOCKEN, PA 19428, (610) 828-0362, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,3,,,
421947003332, RIDGE PARK EL SCH, 200 KARRS LANE, CONSHOHOCKEN, PA 19428, (610) 825-1083, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,3,,,
A0302650, CONSHOHOCKEN CATHOLIC SCHOOL (PK-8), 205 FA, YETTE ST, CONSHOHOCKEN, PA 19428, (610) 828-2007ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
1196963, MIQUON SCHOOL, 2025 HARTS LN, CONSHOHOCKEN, PA 19428, (610) 828-1231, ξξ-ξξMONTGOMERY COUNTY, Private, PK,6,,,
420396000755, NEW HANOVER-UPPER FREDERICK EL, 2547 BIG RD, FREDERICK, PA 19435, (610) 754-9580, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
A0302689, GWYNEDD FRIENDS PRESCHOOL & KINDERGARTENPO B, OX 142, GWYNEDD, PA 19436, (215) 699-5392, ξξ-ξξMONTGOMERY COUNTY, Private, KG,KG,,,
A0701905, EARLY CHILDHOOD ED CENTER, PO BOX 901, GWYNEDD VALLEY, PA 19437, (215) 641-5567, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
1185135, GWYNEDD MERCY ACADEMY HIGH SCHOOL, PO BOX 902, GWYNEDD VALLEY, PA 19437, (215) 646-8815, ξξ-ξξMONTGOMERY COUNTY, Private,9,12,,,
421728006907, GENERAL NASH EL SCH, 1560 LIBERTY BELL DR, HARLEYSVILLE, PA 19438, (215) 368-2407, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
422187004722, INDIAN VALLEY MS, 130 MAPLE AVE, HARLEYSVILLE, PA 19438, (215) 256-8896, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,6,8,,,
422187003306, LOWER SALFORD EL SCH, 250 MAPLE AVE, HARLEYSVILLE, PA 19438, (215) 256-9121, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
422187009965, OAK RIDGE EL SCH, 465 MOYER RD, HARLEYSVILLE, PA 19438, (215) 256-6633, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
422187003350, SALFORD HILLS EL SCH, 2721 BARNDT RD, HARLEYSVILLE, PA 19438, (610) 287-9197, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
K9305388, HARLEYSVILLE LEARNING CENTER, 186 MAIN ST, HARLEYSVILLE, PA 19438, (215) 256-9956, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
A9703038, SALFORD MENNONITE CHILD CARE CENTER, 480 GROFF MILL RD, HARLEYSVILLE, PA 19438, (215) 256-6421, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
A9703104, WIGWAM ACADEMIC DAY SCHOOL, 873 HARLEYSVILLE PIKE, HARLEYSVILLE, PA 19438, (215) 256-1222, ξξ-ξξMONTGOMERY COUNTY, Private, KG,KG,,,
421728005344, HATFIELD EL SCH, 1701 FAIRGROUNDS ROAD, HATFIELD, PA 19440, (215) 368-1585, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
421728003275, KULP EL SCH, 801 COWPATH RD, HATFIELD, PA 19440, (215) 368-3061, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
421728003323, PENNFIELD MS, 726 FORTY FOOT RD, HATFIELD, PA 19440, (215) 368-9600, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,7,9,,,
1185157, ST MARIA GORETTI SCHOOL, 2980 COWPATH RD, HATFIELD, PA 19440, (215) 721-9098, ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
1200916, KIMBERTON WALDORF SCHOOL, PO BOX 350, KIMBERTON, PA 19442, (610) 933-3635, ξξ-ξξCHESTER COUNTY, Private, PK,12,,,
1185306, ST BASIL THE GREAT SCHOOL, PO BOX 858, KIMBERTON, PA 19442, (610) 933-2453, ξξ-ξξCHESTER COUNTY, Private, PK,8,,,
A9503485, CHILDWORKS INC, PO BOX 206, KULPSVILLE, PA 19443, (215) 361-1234, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
421947003411, WHITEMARSH EL SCH, 4120 JOSHUA RD, LAFAYETTE HILL, PA 19444, (610) 828-9092, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,3,,,
1186048, ST PHILIP NERL SCHOOL, 3015 CHESTNUT ST, LAFAYETTE HILL, PA 19444, (610) 828-3082, ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
421728000133, BRIDLE PATH EL SCH, 200 BRIDLE PATH RD, LANSDALE, PA 19446, (215) 362-2200, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
421728010006, GWYNEDD SQUARE EL SCH, 1641 SUPPLEE RD, LANSDALE, PA 19446, (215) 855-4331, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
421728003379, INGLEWOOD EL SCH, 1313 ALLENTOWN ROAD, LANSDALE, PA 19446, (215) 368-2992, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
421728003309, KNAPP EL SCH, 698 KNAPP ROAD, LANSDALE, PA 19446, (215) 368-2054, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
428059007102, NORTH MONTCO TECH CAREER CENTER, 1265 SUMNEYTOWN PIKE, LANSDALE, PA 19446, (215) 368-1177, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,9,12,,,
421728005345, NORTH PENN SHS, 1340 S VALLEY FORGE RD, LANSDALE, PA 19446, (215) 368-9800, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,9,12,,,
421728003280, OAK PARK EL SCH, 500 SQUIRREL LN, LANSDALE, PA 19446, (215) 368-4017, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
421728003324, PENNDALE MS, 400 PENN ST, LANSDALE, PA 19446, (215) 368-2700, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,7,9,,,
421728000134, WALTON FARM EL SCH, 1610 ALLENTOWN RD, LANSDALE, PA 19446, (215) 855-8800, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
421425000483, WORCESTER EL SCH, 3017 SKIPPACK PIKE, LANSDALE, PA 19446, (610) 489-5000, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,4,,,
421728003278, YORK AVENUE EL SCH, 700 YORK AVE, LANSDALE, PA 19446, (215) 368-6002, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
A0108782, BAMBI DAY SCHOOL, 1545 MORRIS RD, LANSDALE, PA 19446, (610) 584-0312, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
A9702834, CALVARY BAPTIST SCHOOL, 1380 S VALLEY FORGE RD, LANSDALE, PA 19446, (215) 368-1100, ξξ-ξξMONTGOMERY COUNTY, Private, PK,12,,,
1197526, CHRISTOPHER DOCK MENNONITE HIGH SCHOOL, 1000 FORTY FOOT RD, LANSDALE, PA 19446, (215) 362-2675, ξξ-ξξMONTGOMERY COUNTY, Private,9,12,,,
1186059, CORPUS CHRISTI SCHOOL, 920 SUMNEYTOWN PIKE, LANSDALE, PA 19446, (215) 368-0582, ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
K9305390, HOPWOOD NURSERY SCHOOL INC, 1520 QUARRY RD, LANSDALE, PA 19446, (215) 368-1135, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
K9305391, KINDERCARE LEARNING CENTER, 80 COWPATH RD, LANSDALE, PA 19446, (215) 368-0242, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
A9105762, LANDSDALE MONTESSORI SCHOOL, 500 W MAIN ST, LANSDALE, PA 19446, (215) 362-1427, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
1186081, LANSDALE CATHOLIC HIGH SCHOOL, 700 LANSDALE AVE, LANSDALE, PA 19446, (215) 362-6160, ξξ-ξξMONTGOMERY COUNTY, Private,9,12,,,
A0508204, RAINBOW EXPRESS PRESCHOOL, 630 YORK AVE, LANSDALE, PA 19446, (215) 368-4693, ξξ-ξξMONTGOMERY COUNTY, Private, KG,KG,,,
A0109074, WEST POINT CHILD LEARNING CENTER, 1631 S BROAD ST, LANSDALE, PA 19446, (215) 699-7044, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
421728004831, GWYN-NOR EL SCH, 139 HANCOCK ROAD, NORTH WALES, PA 19454, (215) 368-7105, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
421728007173, MONTGOMERY EL SCH, 1221 STUMP RD, NORTH WALES, PA 19454, (215) 368-6614, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
421728003325, NORTH WALES EL SCH, 201 SUMMIT ST, NORTH WALES, PA 19454, (215) 699-4471, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,6,,,
421728003322, PENNBROOK MS, 1201 EAST WALNUT STREET, NORTH WALES, PA 19454, (215) 699-9287, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,7,9,,,
K9305397, CHESTERBROOK ACADEMY, 112 DICKERSON RD, NORTH WALES, PA 19454, (215) 699-4340, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
A0508153, KIDDIE ACADEMY OF MONTGOMERYVILLE, 1020 HORSHAM RD, NORTH WALES, PA 19454, (215) 412-5437, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
A0902984, KINDERCARE LEARNING CENTER, 425 N SUMNEYTOWN PIKE, NORTH WALES, PA 19454, (215) 699-7009, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
A0503040, MARY MOTHER OF THE REDEEMER SCHOOL, 1321 UPPER STATE RD, NORTH WALES, PA 19454, (215) 412-7101, ξξ-ξξMONTGOMERY COUNTY, Private, KG,8,,,
1186503, ST ROSE OF LIMA SCHOOL, 425 S PENNSYLVANIA AVE, NORTH WALES, PA 19454, (215) 699-8831, ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
A0903263, UPPER GWYNEDD CHILD LEARNING CENTER, 500 DICKERSON RD, NORTH WALES, PA 19454, (215) 616-2610, ξξ-ξξMONTGOMERY COUNTY, Private, KG,KG,,,
422256004809, OAKS EL SCH, PO BOX 396, OAKS, PA 19456, (610) 705-6008, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,4,,,
421905001430, BARKLEY EL SCH, 320 2ND AVE, PHOENIXVILLE, PA 19460, (484) 927-5300, ξξ-ξξCHESTER COUNTY COUNTY, Public,1,5,,,
420290000015, CENTER FOR ARTS & TECHNOLOGY-PICKERING1580,  CHARLESTOWN ROAD, PHOENIXVILLE, PA 19460, (610) 933-8877, ξξ-ξξCHESTER COUNTY COUNTY, Public,9,12,,,
421905001396, EAST PIKELAND EL SCH, 1191 HARES HILL ROAD, PHOENIXVILLE, PA 19460, (484) 927-5350, ξξ-ξξCHESTER COUNTY COUNTY, Public,1,5,,,
421905001426, PHOENIXVILLE AREA HS, 1200 GAY ST, PHOENIXVILLE, PA 19460, (484) 927-5100, ξξ-ξξCHESTER COUNTY COUNTY, Public,9,12,,,
421905007296, PHOENIXVILLE AREA KDG CTR, 100 SCHOOL LANE, PHOENIXVILLE, PA 19460, (484) 927-5450, ξξ-ξξCHESTER COUNTY COUNTY, Public, KG,KG,,,
421905001425, PHOENIXVILLE AREA MS, 1330 S MAIN ST, PHOENIXVILLE, PA 19460, (484) 927-5200, ξξ-ξξCHESTER COUNTY COUNTY, Public,6,8,,,
420006700511, RENAISSANCE ACADEMY CS, 40 PINE CREST STREET, PHOENIXVILLE, PA 19460, (610) 983-4080, ξξ-ξξCHESTER COUNTY COUNTY, Public, KG,12,,,
421905004841, SCHUYLKILL EL SCH, 290 S WHITEHORSE RD, PHOENIXVILLE, PA 19460, (484) 927-5400, ξξ-ξξCHESTER COUNTY COUNTY, Public,1,5,,,
K9305399, CHARLESTOWN PLAYHOUSE, 2478 CHARLESTOWN RD, PHOENIXVILLE, PA 19460, (610) 933-2762, ξξ-ξξCHESTER COUNTY, Private, PK,KG,,,
A0701892, CHESTERBROOK ACADEMY, 711 HOLLOW RD, PHOENIXVILLE, PA 19460, (610) 935-4400, ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
1187846, HOLY FAMILY SCHOOL, 221 3RD AVE, PHOENIXVILLE, PA 19460, (610) 933-7562, ξξ-ξξCHESTER COUNTY, Private, PK,8,,,
428033007080, CENTRAL MONTCO TECHNICAL HIGH SCHOOL, 821 PLYMOUTH ROAD, PLYMOUTH MEETING, PA 19462, (610) 277-2301, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,10,12,,,
421947007176, COLONIAL EL SCH, 230 FLOURTOWN RD, PLYMOUTH MEETING, PA 19462, (610) 941-0426, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,4,5,,,
421947005077, COLONIAL MS, 716 BELVOIR RD, PLYMOUTH MEETING, PA 19462, (610) 275-5100, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,6,8,,,
421947004711, PLYMOUTH EL SCH, 542 PLYMOUTH RD, PLYMOUTH MEETING, PA 19462, (610) 825-8190, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,3,,,
421947003333, PLYMOUTH-WHITEMARSH SHS, 201 E GERMANTOWN PIKE, PLYMOUTH MEETING, PA 19462, (610) 825-1500, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,9,12,,,
1186401, EPIPHANY OF OUR LORD SCHOOL, 3040 WALTON RD, PLYMOUTH MEETING, PA 19462, (610) 825-0160, ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
A9105718, HOLLAND SCHOOL/TOT TIME CHILD DEVELOPMENT CENTER, 1408 PLYMOUTH BLVD, PLYMOUTH MEETING, PA 19462, (610) 275-2327, ξξ-ξξMONTGOMERY COUNTY, Private, PK,5,,,
1908622, MARTIN LUTHER SCHOOL, 512 TOWNSHIP LINE RD, PLYMOUTH MEETING, PA 19462, (610) 825-4440, ξξ-ξξMONTGOMERY COUNTY, Private, Ungraded,Ungraded,,,
1195744, PLYMOUTH MEETING FRIENDS SCHOOL, 2150 BUTLER PIKE, PLYMOUTH MEETING, PA 19462, (610) 828-2288, ξξ-ξξMONTGOMERY COUNTY, Private, PK,6,,,
421968003345, BARTH EL SCH, 467 W WALNUT ST, POTTSTOWN, PA 19464, (610) 970-6675, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
421968005110, EDGEWOOD EL SCH, 920 MORRIS ST, POTTSTOWN, PA 19464, (610) 970-6635, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
421968003339, FRANKLIN EL SCH, 970 N FRANKLIN ST, POTTSTOWN, PA 19464, (610) 970-6640, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
421968003341, LINCOLN EL SCH, 461 N YORK ST, POTTSTOWN, PA 19464, (610) 970-6646, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, PK,5,,,
421965003334, LOWER POTTSGROVE EL SCH, 1329 BUCHERT ROAD, POTTSTOWN, PA 19464, (610) 323-7510, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
421965006746, POTTSGROVE MS, 1351 NORTH HANOVER STREET, POTTSTOWN, PA 19464, (610) 326-8243, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,6,8,,,
421965003338, POTTSGROVE SHS, 1345 KAUFFMAN RD, POTTSTOWN, PA 19464, (610) 326-5105, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,9,12,,,
421968003346, POTTSTOWN MS, 600 N FRANKLIN ST, POTTSTOWN, PA 19464, (610) 970-6665, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,6,8,,,
421968003348, POTTSTOWN SHS, 750 N WASHINGTON ST, POTTSTOWN, PA 19464, (610) 970-6700, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,9,12,,,
421965003337, RINGING ROCKS EL SCH, 1401 KAUFFMAN RD, POTTSTOWN, PA 19464, (610) 323-0903, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
421968003342, RUPERT EL SCH, 1230 SOUTH ST, POTTSTOWN, PA 19464, (610) 970-6660, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
421965003336, WEST POTTSGROVE EL SCH, 25 GROSSTOWN RD, STOWE, PA 19464, (610) 323-6510, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,5,,,
A0902985, KINDERCARE LEARNING CENTER, 1550 INDUSTRIAL HWY, POTTSTOWN, PA 19464, (610) 326-0554, ξξ-ξξMONTGOMERY COUNTY, Private, KG,KG,,,
A0903148, PROGRESSIONS SCHOOL, 564 GLASGOW ST, STOWE, PA 19464, (484) 524-0031, ξξ-ξξMONTGOMERY COUNTY, Private,3,12,,,
A0109029, STOWE LIGHTHOUSE CHRISTIAN ACADEMY, 527 GLASGOW ST, STOWE, PA 19464, (610) 326-4761, ξξ-ξξMONTGOMERY COUNTY, Private,1,9,,,
A0902935, THE HILL SCHOOL, 717 E HIGH ST, POTTSTOWN, PA 19464, (610) 326-1000, ξξ-ξξMONTGOMERY COUNTY, Private,9,12,,,
A0702027, WEE CARE CHILD DEVELOPMENT CENTER, 2573 E HIGH ST, SANATOGA, PA 19464, (610) 327-4255, ξξ-ξξMONTGOMERY COUNTY, Private, PK,KG,,,
1196737, WYNDCROFT SCHOOL, 1395 WILSON ST, POTTSTOWN, PA 19464, (610) 326-0544, ξξ-ξξMONTGOMERY COUNTY, Private, PK,8,,,
421827010011, EAST COVENTRY EL SCH, 932 SANATOGA RD, POTTSTOWN, PA 19465, (610) 469-5103, ξξ-ξξCHESTER COUNTY COUNTY, Public, KG,6,,,
421827000628, FRENCH CREEK EL SCH, 3590 COVENTRYVILLE RD, POTTSTOWN, PA 19465, (610) 469-5104, ξξ-ξξCHESTER COUNTY COUNTY, Public, KG,6,,,
421827006487, NORTH COVENTRY EL SCH, 475 KEMP ROAD, POTTSTOWN, PA 19465, (610) 469-5105, ξξ-ξξCHESTER COUNTY COUNTY, Public, KG,6,,,
421827001406, OWEN J ROBERTS HS, 981 RIDGE RD, POTTSTOWN, PA 19465, (610) 469-5101, ξξ-ξξCHESTER COUNTY COUNTY, Public,9,12,,,
421827005010, OWEN J ROBERTS MS, 881 RIDGE RD, POTTSTOWN, PA 19465, (610) 469-5102, ξξ-ξξCHESTER COUNTY COUNTY, Public,7,8,,,
A9105585, COVENTRY CHRISTIAN SCHOOLS, 962 E SCHUYLKILL RD, POTTSTOWN, PA 19465, (610) 326-3366, ξξ-ξξCHESTER COUNTY, Private, PK,12,,,
1908702, WEST-MONT CHRISTIAN ACADEMY, 873 S HANOVER ST, POTTSTOWN, PA 19465, (610) 326-7690, ξξ-ξξCHESTER COUNTY, Private, KG,12,,,
422256010007, BROOKE EL SCH, 339 N LEWIS RD, ROYERSFORD, PA 19468, (610) 705-6006, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,4,,,
422256006098, EVANS EL SCH, 125 SUNSET RD, LIMERICK, PA 19468, (610) 705-6012, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,4,,,
422256003358, LIMERICK EL SCH, 81 LIMERICK CENTER RD, ROYERSFORD, PA 19468, (610) 705-6007, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,4,,,
422256003364, ROYERSFORD EL SCH, 450 SPRING ST, ROYERSFORD, PA 19468, (610) 706-6005, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public, KG,4,,,
422256003365, SPRING-FORD INTRMD SCH 5TH/6TH, 833 SOUTH LEWIS ROAD, ROYERSFORD, PA 19468, (610) 705-6003, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,5,6,,,
422256000835, SPRING-FORD MS 7TH GRADE CTR, 833 SOUTH LEWIS ROAD, ROYERSFORD, PA 19468, (610) 705-6010, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,7,7,,,
422256000836, SPRING-FORD MS 8TH GRADE CTR, 700 WASHINGTON STREET, ROYERSFORD, PA 19468, (610) 705-6002, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,8,8,,,
422256003367, SPRING-FORD SHS 10-12 GR CTR, 350 S LEWIS RD, ROYERSFORD, PA 19468, (610) 705-6001, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,10,12,,,
422256000484, SPRING-FORD SHS 9TH GRADE CTR, 400 S LEWIS RD, ROYERSFORD, PA 19468, (610) 705-6011, ξξ-ξξMONTGOMERY COUNTY COUNTY, Public,9,9,,,
